row_id,xcoord,ycoord
838,18.48634,66.43677
839,18.51197,66.43647
840,18.53712,66.43189
841,18.5724,66.41309
842,18.594,66.40363
843,18.59816,66.39301
844,18.60035,66.38026
845,18.59913,66.36933
846,18.59645,66.35084
847,18.58082,66.34437
848,18.57545,66.35169
849,18.59156,66.36353
850,18.58363,66.37965
851,18.56788,66.39271
852,18.542,66.3921
853,18.51893,66.39637
854,18.50404,66.41248
855,18.46485,66.4231
856,18.42237,66.4303
857,18.39064,66.42554
858,18.35597,66.4192
859,18.33204,66.41401
860,18.30067,66.40699
861,18.26844,66.40064
862,18.23561,66.39606
863,18.19825,66.38782
864,18.18556,66.39002
865,18.19191,66.40308
866,18.18824,66.41279
867,18.15333,66.41889
868,18.13136,66.42408
869,18.11927,66.43531
870,18.07032,66.45045
871,18.01979,66.46448
872,17.98756,66.469
873,17.96608,66.4751
874,17.98487,66.48121
875,18.00587,66.47632
876,18.04298,66.46204
877,18.10035,66.44929
878,18.13197,66.44379
879,18.15577,66.44074
880,18.19215,66.43891
881,18.21583,66.43226
882,18.22901,66.42408
883,18.28065,66.41736
884,18.32203,66.41645
885,18.32716,66.42591
886,18.32716,66.42591
887,17.86109,66.34901
888,17.82838,66.36964
889,17.80323,66.38544
890,17.79066,66.39185
891,17.77882,66.40516
892,17.74086,66.4347
893,17.69947,66.46747
894,17.69483,66.48633
895,17.70253,66.48548
896,17.73146,66.469
897,17.75843,66.45106
898,17.7798,66.42615
899,17.81495,66.39912
900,17.8484,66.38026
901,17.86549,66.36353
902,17.8755,66.352
903,17.88453,66.34046
904,17.87879,66.3368
905,17.86109,66.34901
906,17.86109,66.34901
907,17.19801,66.02222
908,17.18434,66.04047
909,17.17066,66.05933
910,17.15333,66.08423
911,17.14479,66.10944
912,17.14088,66.12372
913,17.13844,66.13923
914,17.13575,66.15357
915,17.13209,66.16785
916,17.1233,66.1836
917,17.09718,66.19788
918,17.08583,66.21308
919,17.09742,66.21491
920,17.1211,66.20093
921,17.14357,66.18543
922,17.14967,66.16663
923,17.15943,66.13441
924,17.16822,66.10609
925,17.17677,66.08454
926,17.19532,66.05689
927,17.20472,66.03132
928,17.19801,66.02222
929,17.19801,66.02222
930,15.0193,66.19544
931,14.99501,66.20185
932,14.9734,66.2107
933,14.94996,66.22132
934,14.93141,66.23408
935,14.90626,66.24073
936,14.88917,66.2389
937,14.86402,66.23347
938,14.81788,66.23438
939,14.80384,66.24836
940,14.82447,66.25898
941,14.85206,66.25416
942,14.87916,66.2508
943,14.91481,66.25599
944,14.93849,66.27027
945,14.94874,66.27271
946,14.95704,66.25745
947,14.95948,66.24775
948,14.97047,66.23499
949,14.98988,66.22132
950,15.00514,66.21491
951,15.02687,66.20789
952,15.04212,66.20002
953,15.0193,66.19544
954,15.0193,66.19544
955,17.24232,66.49512
956,17.26905,66.48725
957,17.29005,66.47779
958,17.27149,66.47144
959,17.25123,66.46717
960,17.2992,66.43952
961,17.34877,66.41279
962,17.3357,66.41004
963,17.31044,66.41944
964,17.27333,66.43433
965,17.23963,66.44532
966,17.20948,66.45746
967,17.17347,66.4748
968,17.1548,66.48237
969,17.136,66.49085
970,17.11537,66.50519
971,17.10401,66.5171
972,17.08033,66.52491
973,17.05152,66.53101
974,17.03443,66.53864
975,17.01405,66.54957
976,16.9961,66.5611
977,16.98585,66.56446
978,16.96583,66.56995
979,16.95545,66.58179
980,16.94483,66.58753
981,16.91774,66.5951
982,16.8766,66.6084
983,16.85328,66.61463
984,16.87892,66.61823
985,16.9048,66.61402
986,16.93788,66.607
987,16.97682,66.59754
988,17.00929,66.58027
989,17.04298,66.55994
990,17.0691,66.54926
991,17.09498,66.54078
992,17.13014,66.52979
993,17.16358,66.51765
994,17.19093,66.50794
995,17.22438,66.50275
996,17.24232,66.49512
997,17.24232,66.49512
998,29.12782,65.66602
999,29.12257,65.67908
1000,29.12086,65.69062
1001,29.13966,65.69153
1002,29.16761,65.69849
1003,29.20289,65.70795
1004,29.25148,65.70368
1005,29.27735,65.69276
1006,29.2682,65.68329
1007,29.23109,65.68665
1008,29.19252,65.68482
1009,29.18409,65.67054
1010,29.15516,65.66205
1011,29.12782,65.66602
1012,29.12782,65.66602
1013,29.07154,65.5918
1014,29.05006,65.58393
1015,29.0287,65.5763
1016,29.02223,65.56629
1017,29.01295,65.55958
1018,29.00343,65.57117
1019,29.02748,65.58515
1020,29.0503,65.60548
1021,29.08583,65.628
1022,29.13209,65.63709
1023,29.1454,65.64747
1024,29.15577,65.65076
1025,29.16822,65.64503
1026,29.19007,65.63624
1027,29.22682,65.62464
1028,29.28614,65.61219
1029,29.26258,65.61329
1030,29.18727,65.61854
1031,29.1587,65.61494
1032,29.11439,65.60853
1033,29.08424,65.60004
1034,29.07154,65.5918
1035,29.07154,65.5918
1036,14.26063,66.75684
1037,14.25001,66.74653
1038,14.24098,66.7392
1039,14.24,66.72065
1040,14.23243,66.70179
1041,14.19874,66.69544
1042,14.13697,66.69697
1043,14.08595,66.70728
1044,14.07399,66.72431
1045,14.08033,66.74402
1046,14.0868,66.75623
1047,14.1017,66.75776
1048,14.11256,66.74927
1049,14.11085,66.73743
1050,14.1255,66.72828
1051,14.1576,66.72584
1052,14.16969,66.73279
1053,14.17921,66.74287
1054,14.18922,66.75501
1055,14.16981,66.76563
1056,14.15577,66.77625
1057,14.17738,66.77747
1058,14.21192,66.76899
1059,14.23695,66.7696
1060,14.24513,66.7793
1061,14.26197,66.7848
1062,14.27442,66.77808
1063,14.26246,66.7754
1064,14.25001,66.77479
1065,14.25343,66.76746
1066,14.26063,66.75684
1067,14.26063,66.75684
1068,15.07374,66.03382
1069,15.08741,66.01978
1070,15.07154,66.00642
1071,15.05421,65.99061
1072,15.04274,65.9748
1073,15.02516,65.97388
1074,15.02149,65.9845
1075,15.02687,66.00123
1076,15.01783,66.01588
1077,14.99293,66.02375
1078,14.96583,66.03138
1079,14.94264,66.03742
1080,14.92262,66.03681
1081,14.90528,66.03712
1082,14.89772,66.04261
1083,14.8838,66.04407
1084,14.86219,66.04621
1085,14.85731,66.05591
1086,14.87306,66.05897
1087,14.88722,66.0517
1088,14.89564,66.04865
1089,14.90321,66.05384
1090,14.91261,66.05872
1091,14.9463,66.0575
1092,15.00172,66.0481
1093,15.04371,66.04261
1094,15.05665,66.04139
1095,15.07374,66.03382
1096,15.07374,66.03382
1097,14.46461,66.04957
1098,14.44874,66.04835
1099,14.44117,66.05628
1100,14.4297,66.06483
1101,14.40162,66.06751
1102,14.35816,66.07178
1103,14.35377,66.07984
1104,14.37745,66.07874
1105,14.39845,66.07935
1106,14.42298,66.0824
1107,14.45826,66.08393
1108,14.50355,66.08546
1109,14.52272,66.09424
1110,14.53907,66.10126
1111,14.56617,66.09852
1112,14.58168,66.0918
1113,14.56398,66.08576
1114,14.52272,66.07508
1115,14.48524,66.06116
1116,14.46461,66.04957
1117,14.46461,66.04957
1118,16.27027,65.72468
1119,16.2798,65.71497
1120,16.26661,65.71009
1121,16.2527,65.71491
1122,16.24208,65.72101
1123,16.22047,65.73499
1124,16.20167,65.7566
1125,16.18092,65.77601
1126,16.13966,65.79395
1127,16.09925,65.80274
1128,16.0868,65.8064
1129,16.10353,65.81159
1130,16.13636,65.8122
1131,16.15882,65.8064
1132,16.17189,65.80183
1133,16.19044,65.79212
1134,16.21534,65.77296
1135,16.22962,65.75965
1136,16.24415,65.74232
1137,16.27027,65.72468
1138,16.27027,65.72468
1139,17.09523,65.7046
1140,17.07399,65.71009
1141,17.04835,65.71918
1142,17.03663,65.72889
1143,17.05543,65.73499
1144,17.07337,65.7411
1145,17.03077,65.76478
1146,16.98463,65.78272
1147,16.9651,65.78846
