Country,Latitude,Longitude,SiteID,SiteName,Slope,Profile cu,ele30m,Tangential,Aspect
Ireland,54.20250,-6.56769,S6956,Cullyhanna Lough,2.54356,0.00448,218.00000,0.00128,158.65207
Ireland,54.20250,-6.56769,S6957,Curragh,2.54356,0.00448,218.00000,0.00128,158.65207
Ireland,52.31830,-7.98752,S6958,Curraghatoor,0.00000,0.00000,53.00000,0.00000,0.00000
Ireland,53.22010,-7.82895,S6959,Curraghnore,0.77195,0.00097,54.00000,-0.00174,180.00000
Ireland,52.05180,-8.30679,S6960,Curraghprevin,3.14328,-0.00009,91.00000,-0.00095,342.86761
Ireland,52.57840,-8.67075,S6961,Curraghtarsna,2.77821,-0.00104,47.00000,-0.00000,270.00000
Ireland,51.94000,-7.88295,S6962,Curraheen,3.77718,0.00174,6.00000,0.00182,281.43350
Ireland,52.59940,-8.27878,S6963,Cush,0.92671,0.00105,61.00000,0.00000,90.00000
Ireland,53.46200,-6.52230,S6964,Darcystown,1.99569,0.00030,92.00000,0.00197,234.31633
Ireland,54.71340,-6.21676,S6965,Demesne,2.57308,0.00194,20.00000,0.00048,219.02664
Ireland,52.94770,-7.35391,S6966,Derrinsallagh,1.53392,0.00287,105.00000,0.00000,180.00000
Ireland,54.23710,-6.32677,S6967,Derrycraw,6.49749,-0.00006,40.00000,0.00105,228.19649
Ireland,53.54700,-9.34664,S6968,Derryfadda,6.08636,-0.00035,34.00000,-0.00135,288.56250
Ireland,54.42650,-6.70344,S6969,Derryoghil,1.37928,0.00174,16.00000,0.00169,210.24536
Ireland,52.92580,-7.60775,S6970,Derryvorrigan,4.86873,-0.00124,139.00000,0.00526,94.50542
Ireland,53.16670,-6.46667,S6971,Dillonstown,2.00657,0.00134,256.00000,-0.00057,292.58795
Ireland,53.36910,-7.05288,S6972,Dogstown,2.05678,0.00253,78.00000,0.00077,199.74066
Ireland,52.50650,-8.76171,S6973,Dollas,1.77874,0.00079,37.00000,0.00178,328.60876
Ireland,52.06140,-9.52644,S6974,Domalught,3.44991,0.00032,62.00000,0.00136,11.61047
Ireland,53.86830,-6.44711,S6976,Donaghmore,1.82052,0.00249,44.00000,0.00155,149.41588
Ireland,54.73500,-6.13600,S6977,Donegore,3.20420,-0.00001,152.00000,0.00208,119.94402
Ireland,53.29020,-8.98810,S6978,Doughiska,1.20676,-0.00001,45.00000,0.00029,50.15688
Ireland,52.06140,-9.52644,S6980,Dromatouk,3.44991,0.00032,62.00000,0.00136,11.61047
Ireland,51.58850,-9.67785,S6981,Dromnea,4.74364,-0.00000,69.00000,0.00000,231.24702
Ireland,52.28810,-9.67321,S6982,Dromthacker,2.76431,-0.00005,59.00000,-0.00273,123.11554
Ireland,53.50770,-6.57727,S6984,Drumree,1.18846,-0.00252,86.00000,0.00024,11.23886
Ireland,54.52070,-7.72110,S6985,Drumwhinny,0.46063,-0.00082,54.00000,0.00013,30.18763
Ireland,55.16550,-7.19602,S6986,Drung,5.93790,-0.00206,238.00000,-0.00177,341.88593
Ireland,53.11520,-6.77536,S6987,Dún Ailinne,2.78141,0.00061,176.00000,-0.00100,345.54089
Ireland,53.92890,-8.00418,S6988,Dun of Drumsna,7.08931,0.00194,52.00000,0.00071,352.52844
Ireland,53.42000,-6.47500,S6989,Dunboyne,1.80635,0.00188,69.00000,-0.00000,210.85286
Ireland,54.25830,-5.84230,S6990,Dundrum,4.11898,-0.00081,7.00000,0.00013,329.65213
Ireland,54.22220,-5.88117,S6991,Dundrum Sandhills,1.64717,-0.00328,7.00000,0.00024,343.66968
Ireland,54.59690,-7.05062,S6992,Dungate,8.35516,0.00146,169.00000,0.00226,301.43002
Ireland,55.01140,-6.41174,S6994,Dunloy,3.71336,0.00052,117.00000,0.00157,29.88533
Ireland,52.40500,-8.35333,S6995,Duntryleague,0.00000,0.00000,131.00000,0.00000,0.00000
Ireland,54.16240,-6.11269,S6996,Edenagarry,10.89118,0.00410,321.00000,-0.00235,145.43701
Ireland,53.81300,-7.89499,S6997,Edercloon,1.19674,-0.00256,47.00000,0.00024,348.84058
Ireland,55.02680,-7.17831,S6999,Eglinton,1.67013,0.00002,13.00000,-0.00072,103.96499
Ireland,53.74520,-6.79874,S7000,Emlagh Bog,1.36264,-0.00113,48.00000,-0.00013,210.65823
Ireland,54.99450,-7.32000,S7001,Enagh,6.05974,-0.00058,24.00000,0.00300,353.44061
Ireland,53.46670,-7.25924,S7002,Enniscoffey,0.46332,0.00000,101.00000,-0.00000,90.00000
Ireland,52.78450,-9.08075,S7004,Fahee,1.16942,0.00244,85.00000,-0.00024,348.57431
Ireland,54.90780,-6.54069,S7005,Fallahogy,2.02234,-0.00248,45.00000,0.00003,6.57348
Ireland,53.44740,-10.13400,S7006,False Bay,0.92658,-0.00105,3.00000,0.00000,90.00000
Ireland,54.06090,-6.37637,S7007,Faughart,8.63761,0.00037,87.00000,0.00169,25.20314
Ireland,52.13980,-8.26653,S7008,Fermoy,1.15314,0.00170,23.00000,0.00043,348.40945
Ireland,53.59550,-6.32543,S7009,Fourknocks,2.57610,0.00107,143.00000,0.00064,261.31146
Ireland,53.15320,-6.89372,S7010,French Furze,1.79812,0.00240,96.00000,0.00154,328.98874
Ireland,53.43580,-8.47832,S7011,Gallagh,2.57595,0.00097,76.00000,-0.00059,278.65619
Ireland,51.87170,-8.51966,S7012,Garrayndarragh,4.41705,-0.00192,24.00000,-0.00225,158.49973
Ireland,52.66040,-7.22578,S7013,Garrincreen,2.50051,-0.00183,50.00000,-0.00170,40.40641
Ireland,54.31320,-9.59000,S7014,Geevraun,1.83501,0.00201,148.00000,0.00000,149.68561
Ireland,53.24810,-6.36098,S7015,Glassamucky,3.17729,0.00148,205.00000,0.00247,119.06285
Ireland,53.46200,-6.52230,S7016,Glebe,1.99569,0.00030,92.00000,0.00197,234.31633
Ireland,53.97230,-9.48625,S7017,Glencullin,35.78813,-0.00449,461.00000,-0.00111,8.38431
Ireland,53.86360,-7.25154,S7018,Glencurran Cave,0.45523,-0.00080,110.00000,0.00013,329.41309
Ireland,54.30520,-9.45800,S7020,Glenurla,5.66519,0.00044,147.00000,0.00192,69.60826
Ireland,53.41470,-7.52854,S7021,Gneevebeg,1.18596,-0.00251,87.00000,0.00024,191.26300
Ireland,53.63360,-6.25640,S7022,Gormanstown,1.85262,0.00000,24.00000,-0.00000,270.00000
Ireland,53.81150,-9.50653,S7023,Gortaroe,2.31525,0.00313,71.00000,0.00000,270.00000
Ireland,54.26890,-10.00930,S7024,Gortbrack,3.29504,0.00008,44.00000,0.00096,163.68726
Ireland,54.17330,-7.69633,S7026,Gortlaunaght,8.23727,-0.00051,92.00000,-0.00015,178.39972
Ireland,54.23860,-9.85340,S7028,Gortmelia,3.16035,0.00000,36.00000,-0.00000,180.00000
Ireland,53.27380,-9.05178,S7029,Gortnahoon,1.94552,0.00345,14.00000,0.00012,186.83635
Ireland,52.16700,-8.26649,S7030,Gortore 1,3.99747,0.00047,41.00000,0.00121,48.79256
Ireland,52.25680,-7.12920,S7032,Grace Dieu,1.32880,-0.00097,51.00000,-0.00013,211.53627
Ireland,54.26820,-9.86083,S7033,Graghil,5.25843,-0.00224,25.00000,-0.00114,192.68735
Ireland,52.19650,-7.42374,S7034,Graigueshoneen,0.75410,0.00185,63.00000,-0.00035,360.00000
Ireland,53.72810,-8.23414,S7035,Grange,3.25608,0.00008,87.00000,0.00096,196.51544
Ireland,54.37170,-6.68911,S7036,Grangemore,4.43899,-0.00345,31.00000,-0.00099,128.63474
Ireland,52.28810,-7.15311,S7037,Granny,1.38999,0.00209,22.00000,0.00000,90.00000
Ireland,55.02470,-7.28042,S7038,Gransha,3.25475,-0.00025,19.00000,0.00026,171.82689
Ireland,52.18540,-8.92940,S7039,Greenfield,2.72681,0.00072,99.00000,0.00096,14.75798
Ireland,54.53530,-5.56003,S7040,Greyabbey Bay,1.21698,-0.00205,7.00000,-0.00244,190.97014
Ireland,53.35720,-7.49489,S7041,Hallsfarm,0.77443,0.00195,67.00000,-0.00035,180.00000
Ireland,53.22460,-6.71738,S7042,Halverstown,1.58967,-0.00105,75.00000,-0.00263,119.04959
Ireland,53.21500,-6.66518,S7043,Hanlonstown,1.54345,-0.00290,100.00000,-0.00000,180.00000
Ireland,53.49500,-6.41621,S7044,Harlockstown,1.80869,0.00244,67.00000,0.00154,149.19185
Ireland,52.35360,-6.64687,S7045,Harristown Big,2.78797,0.00079,67.00000,0.00240,65.99188
Ireland,54.34500,-6.75900,S7046,Haughey's Fort,1.21156,-0.00262,62.00000,0.00024,348.97980
Ireland,53.17230,-6.52094,S7047,Haylands,7.51418,0.00093,195.00000,0.00231,304.13873
Ireland,53.96240,-6.41771,S7048,Haynestown,3.13948,0.00000,15.00000,-0.00000,180.00000
Ireland,53.62910,-6.98775,S7049,Heathstown,1.19173,-0.00245,86.00000,0.00226,348.79266
Ireland,52.69930,-8.51537,S7050,Hermitage,2.28712,-0.00283,20.00000,-0.00000,180.00000
Ireland,52.32620,-10.02000,S7051,Illauntannig,4.45593,-0.00169,4.00000,-0.00125,338.69904
Ireland,54.40080,-7.41843,S7052,Imeroo,2.56134,0.00111,108.00000,0.00199,39.24259
Ireland,52.59060,-9.08452,S7053,Inchagreenoge,0.44544,0.00077,15.00000,-0.00013,211.34213
Ireland,52.72430,-7.63024,S7054,Inchirourke,0.44643,0.00077,127.00000,-0.00013,328.73599
Ireland,54.24350,-9.86929,S7055,Inver,0.00000,0.00000,16.00000,0.00000,0.00000
Ireland,52.01310,-8.50413,S7056,Island,3.15725,0.00024,167.00000,0.00228,61.62197
Ireland,54.81670,-5.70000,S7057,Island Magee,2.81477,-0.00576,56.00000,0.00021,4.71608
Ireland,54.61460,-7.15352,S7058,Island McHugh,1.22475,0.00045,117.00000,-0.00009,250.98596
Ireland,52.74910,-7.55649,S7059,Johnstown,1.78592,-0.00236,135.00000,-0.00153,211.24939
Ireland,53.52080,-7.63226,S7060,Keenoge,3.14101,0.00096,73.00000,0.00036,171.52602
Ireland,52.31370,-6.45807,S7061,Kerloge,3.77520,-0.00185,14.00000,0.00035,180.00000
Ireland,51.90350,-8.44314,S7062,Kilbrien,20.40937,-0.00259,28.00000,-0.00000,270.00000
Ireland,52.05750,-8.20864,S7063,Kilcor South,1.50326,-0.00275,83.00000,-0.00000,180.00000
Ireland,52.92250,-7.55654,S7064,Kilcotton,2.03802,-0.00257,125.00000,0.00010,340.06818
Ireland,55.13140,-6.32594,S7065,Kilcroagh,1.39733,-0.00182,95.00000,-0.00171,209.81079
Ireland,52.51370,-8.80605,S7066,Kilfinny,0.00000,0.00000,46.00000,0.00000,0.00000
Ireland,53.26040,-6.21981,S7067,Kilgobbin,4.04774,-0.00075,117.00000,0.00141,30.94791
Ireland,52.10020,-7.74065,S7068,Kilgreany,6.33150,-0.00124,16.00000,0.00232,259.77267
Ireland,51.97660,-8.37712,S7069,Killalough,4.22334,0.00108,131.00000,-0.00024,217.04527
Ireland,52.28600,-7.10041,S7070,Killaspy,1.19568,0.00005,59.00000,-0.00028,230.80922
Ireland,53.55140,-7.40268,S7071,Killavally,1.81046,0.00190,100.00000,0.00000,210.77438
Ireland,52.05360,-7.94460,S7072,Killeenagh Mountain,4.73083,-0.00221,152.00000,0.00118,61.60016
Ireland,51.92560,-8.51372,S7073,Killeens,5.74064,-0.00254,62.00000,0.00195,74.91332
Ireland,53.63130,-6.79084,S7074,Killegland,0.45339,0.00080,60.00000,-0.00013,329.27353
Ireland,52.39010,-7.90828,S7075,Killemly,1.62224,0.00201,52.00000,0.00119,134.44135
Ireland,53.27740,-8.55923,S7076,Killescragh,2.52123,0.00007,57.00000,-0.00073,139.99884
Ireland,52.74730,-7.69211,S7078,Killoran,0.89315,0.00206,126.00000,-0.00051,148.74947
Ireland,52.59270,-8.33595,S7079,Killuragh cave,1.21919,-0.00049,42.00000,0.00008,288.18088
Ireland,51.95840,-8.39633,S7080,Killydonoghoe,5.81128,-0.00161,85.00000,-0.00110,219.47993
Ireland,54.64700,-6.74500,S7082,Killymoon,1.38483,-0.00177,69.00000,-0.00170,30.11027
Ireland,54.71340,-6.21676,S7083,Kilmahamogue,2.57308,0.00194,20.00000,0.00048,219.02664
Ireland,53.32690,-6.43154,S7084,Kilmahuddrick,1.54748,0.00292,68.00000,0.00209,180.00000
Ireland,53.41080,-6.89482,S7086,Kilmorebrannagh,2.97169,-0.00085,76.00000,0.00085,38.54318
Ireland,51.89490,-9.58050,S7088,Kilmurry,13.91414,0.00146,106.00000,0.00151,300.08960
Ireland,53.55140,-7.40268,S7089,Kilotan,1.81046,0.00190,100.00000,0.00000,210.77438
Ireland,52.95850,-7.20620,S7090,Kilshane,0.92666,0.00244,131.00000,0.00383,90.00000
Ireland,52.36290,-7.57758,S7091,Kilsheelan,0.00000,0.00000,16.00000,0.00000,0.00000
Ireland,52.52800,-8.83811,S7092,Kiltenan,1.16287,-0.00249,25.00000,-0.00177,191.49144
Ireland,54.51050,-7.66728,S7093,Kiltierney,3.47568,0.00004,93.00000,-0.00073,323.19907
Ireland,53.88020,-8.36964,S7094,Kinard,2.52661,-0.00077,67.00000,0.00047,201.49965
Ireland,54.35080,-6.70980,S7095,King's Stables,2.01015,0.00035,52.00000,0.00203,306.26605
Ireland,54.74400,-7.51200,S7096,Kinkit,1.66796,-0.00222,106.00000,-0.00125,223.95621
Ireland,53.45660,-7.10496,S7097,Kinnegad,1.35581,-0.00165,78.00000,-0.00167,30.83099
Ireland,53.33500,-6.43100,S7098,Kishoge,1.63966,0.00209,60.00000,0.00121,135.06830
Ireland,53.51800,-8.85563,S7100,Knockacarrigeen Hill,2.06316,0.00255,44.00000,0.00077,199.67661
Ireland,53.40290,-7.75623,S7101,Knockdomny,7.53777,0.00035,141.00000,0.00134,219.91786
Ireland,52.42220,-7.92478,S7102,Knockgraffon,1.33240,-0.00155,86.00000,-0.00165,148.55980
Ireland,52.89010,-6.64667,S7103,Knocklishen Beg,3.77984,-0.00162,126.00000,0.00084,101.67696
Ireland,53.50920,-6.58948,S7104,Knockmark,3.97493,-0.00082,95.00000,-0.00145,60.78695
Ireland,52.76730,-8.82259,S7105,Knocknalappa,6.15781,-0.00115,28.00000,0.00091,171.37753
Ireland,54.27060,-8.47153,S7106,Knockrea North,1.85242,-0.00209,10.00000,0.00000,90.00000
Ireland,52.45300,-8.57256,S7108,Knockuregare,4.10835,0.00047,72.00000,0.00057,137.49774
Ireland,52.16020,-8.33492,S7109,Labbacallee,1.32672,-0.00096,50.00000,-0.00013,31.59198
Ireland,53.26500,-6.15956,S7110,Laughanstown,3.88577,-0.00211,43.00000,-0.00051,6.83776
Ireland,52.60250,-9.11467,S7111,Leahys,1.91609,-0.00221,107.00000,0.00003,186.94273
Ireland,52.89560,-7.48761,S7112,Leap,3.06198,-0.00000,115.00000,0.00000,360.00000
Ireland,53.50520,-6.56320,S7114,Leshamstown,2.72790,0.00041,91.00000,0.00025,184.86795
Ireland,55.05610,-6.93326,S7117,Limavady Bypass,0.80340,-0.00091,10.00000,0.00057,120.14288
Ireland,55.16960,-6.45160,S7118,Liscolman,1.67711,0.00245,68.00000,-0.00033,136.34842
Ireland,52.67620,-9.11861,S7119,Liscormick,2.50103,-0.00259,38.00000,-0.00168,220.39613
Ireland,53.64770,-6.29844,S7120,Lisdornan,2.38923,-0.00242,72.00000,-0.00196,60.70654
Ireland,52.13580,-7.93768,S7121,Lismore,1.66469,0.00000,51.00000,0.00063,103.07002
Ireland,53.58980,-6.59748,S7122,Lismullin,1.95978,-0.00273,91.00000,0.00045,186.78596
Ireland,52.07710,-8.29978,S7123,Lisnagar Demesne,1.19348,-0.00006,62.00000,0.00028,50.94164
Ireland,54.78410,-7.61968,S7124,Lisnamulligan,3.20515,-0.00156,70.00000,-0.00261,119.97425
Ireland,51.94000,-7.88295,S7125,Lisnasallagh,3.77718,0.00174,6.00000,0.00182,281.43350
Ireland,53.66890,-7.58419,S7126,Lissanure,1.81416,-0.00192,69.00000,0.00000,210.70403
Ireland,52.20570,-8.54686,S7127,Lissard,2.00898,-0.00216,112.00000,0.00107,159.76477
Ireland,52.37990,-7.95895,S7128,Lissava,10.38343,0.00079,153.00000,0.00336,313.25439
Ireland,53.98820,-6.44011,S7129,Littlemill,1.85251,-0.00000,22.00000,0.00000,90.00000
Ireland,54.49690,-6.80990,S7130,Lough Eskragh,0.00000,0.00000,87.00000,0.00000,0.00000
Ireland,52.49070,-7.89775,S7131,Loughfeedora,3.17173,0.00032,107.00000,-0.00008,163.02757
Ireland,53.15370,-6.93295,S7132,Loughlion,1.34879,0.00106,87.00000,0.00013,328.98889
Ireland,53.96000,-8.80527,S7133,Lowpark,2.42814,-0.00272,66.00000,-0.00102,130.29317
Ireland,52.29490,-7.05744,S7134,Luffany,2.21534,0.00211,79.00000,0.00317,328.48596
Ireland,53.27200,-6.93970,S7135,Lullymore Bog,0.90110,0.00266,81.00000,0.00103,329.05902
Ireland,54.46480,-6.33602,S7136,Lurgan,2.44050,0.00130,47.00000,0.00177,130.64044
Ireland,53.31480,-8.24392,S7137,Mackney,1.54705,-0.00291,55.00000,0.00000,360.00000
Ireland,54.26450,-8.48125,S7138,Magheraboy,3.59830,-0.00259,24.00000,-0.00081,56.69396
Ireland,55.19000,-6.65498,S7139,Magheramenagh,1.86486,-0.00266,22.00000,-0.00157,29.77432
Ireland,51.87450,-8.59204,S7140,Maglin,2.62899,-0.00038,21.00000,-0.00025,185.05322
Ireland,52.66390,-8.82344,S7141,Maigue,0.79265,-0.00102,10.00000,-0.00375,118.73381
Ireland,52.79900,-8.93811,S7142,Manusmore,1.92458,0.00223,18.00000,-0.00003,6.91171
Ireland,52.44670,-7.90378,S7143,Marlhill,2.89378,-0.00006,88.00000,-0.00034,203.57870
Ireland,53.52640,-7.33604,S7144,Marlinstown,1.80967,0.00240,94.00000,0.00026,149.21068
Ireland,53.41260,-6.87468,S7145,Martinstown,3.95110,0.00026,72.00000,0.00040,84.37717
Ireland,51.77130,-9.38566,S7146,Maughanasilly,7.58919,0.00065,126.00000,0.00079,133.23639
Ireland,51.89770,-8.81456,S7147,Meadowlands,6.00790,-0.00125,74.00000,-0.00251,46.89874
Ireland,53.36850,-7.49946,S7148,Mears Park Farm,1.22120,0.00047,72.00000,-0.00009,71.51034
Ireland,52.01170,-8.33389,S7149,Meenane,1.89115,0.00218,180.00000,0.00203,187.03555
Ireland,53.31060,-6.24804,S7150,Milltown,0.92660,-0.00244,21.00000,-0.00097,270.00000
Ireland,51.86290,-9.18484,S7151,Milmorane,4.68415,0.00127,196.00000,-0.00024,99.17494
Ireland,51.99940,-8.34871,S7152,Mitchellsfort,1.99925,-0.00043,144.00000,-0.00084,247.95070
Ireland,52.26540,-8.27094,S7153,Mitchelstown,3.54008,-0.00000,99.00000,0.00000,31.53126
Ireland,53.98920,-6.71337,S7154,Monanny,0.45625,-0.00081,34.00000,0.00013,30.51113
Ireland,53.53320,-8.11471,S7155,Moneen,3.62438,-0.00000,74.00000,0.00029,49.99493
Ireland,52.79250,-8.87475,S7156,Mooghaun,8.39877,0.00017,37.00000,-0.00121,353.71042
Ireland,52.97550,-6.81570,S7157,Moone,1.66612,0.00000,106.00000,-0.00066,103.31489
Ireland,53.56900,-6.57791,S7158,Mound of the hostages,0.77829,0.00098,118.00000,0.00035,180.00000
Ireland,51.56410,-9.53380,S7159,Mount Gabriel,7.78652,-0.00081,125.00000,0.00082,40.59587
Ireland,52.28210,-9.72224,S7161,Mounthawk,1.62032,-0.00200,15.00000,-0.00118,314.37125
Ireland,52.80080,-6.86009,S7162,Moyle Big,1.20125,-0.00118,74.00000,-0.00141,50.47818
Ireland,53.26290,-8.83769,S7164,Moyveela,1.20644,-0.00267,17.00000,-0.00129,309.82495
Ireland,53.47720,-6.38926,S7165,Muckerstown,1.55294,-0.00196,74.00000,0.00035,180.00000
Ireland,53.25050,-7.55018,S7166,Mucklagh,1.63806,0.00208,68.00000,0.00121,315.01141
Ireland,51.94000,-7.88295,S7167,Muckridge,3.77718,0.00174,6.00000,0.00182,281.43350
Ireland,54.24610,-9.79939,S7168,Muingerroon,1.66851,-0.00001,60.00000,0.00069,103.70844
Ireland,54.20580,-9.87727,S7169,Muings,2.80799,-0.00082,57.00000,-0.00258,65.05085
Ireland,52.28570,-7.13196,S7170,Mullinabro,3.09953,0.00076,19.00000,-0.00013,31.51937
Ireland,53.26530,-6.21133,S7171,Murphystown,0.77277,0.00194,116.00000,0.00174,360.00000
Ireland,54.34950,-6.70016,S7172,Navan Fort,4.50344,-0.00264,55.00000,-0.00076,165.12920
Ireland,53.19300,-6.09394,S7175,Newcourt,9.83345,-0.00528,46.00000,-0.00192,120.32892
Ireland,53.50420,-7.23078,S7176,Newdown,0.46332,0.00105,95.00000,0.00000,270.00000
Ireland,52.27050,-7.13264,S7177,Newrath 37,7.43124,-0.00315,8.00000,-0.00018,196.20360
Ireland,54.71670,-7.40000,S7178,Newtonstewart,10.11074,-0.00791,83.00000,-0.00038,11.77253
Ireland,52.87780,-8.29281,S7179,Newtown,4.27854,0.00032,55.00000,0.00137,36.48079
Ireland,54.01850,-6.45329,S7180,Newtownbalregan,0.79848,0.00092,30.00000,-0.00055,60.48852
Ireland,55.04020,-7.31624,S7182,Oakgrove,0.80655,0.00211,33.00000,-0.00035,180.00000
Ireland,52.85910,-7.48479,S7183,Oldglass,0.00000,0.00000,83.00000,0.00000,0.00000
Ireland,53.22830,-6.67329,S7184,Oldtown,7.95691,0.00360,93.00000,0.00569,140.47389
Ireland,53.53280,-10.16440,S7185,Omey Island,2.50872,-0.00104,9.00000,-0.00134,21.66224
Ireland,52.90980,-7.53704,S7187,Palmershill,2.47760,-0.00045,133.00000,0.00150,201.95113
Ireland,52.81350,-7.49635,S7188,Parknahown,4.12664,0.00047,104.00000,0.00057,137.73402
Ireland,52.22380,-8.69455,S7189,Pepperhill,1.50887,0.00185,112.00000,0.00174,360.00000
Ireland,51.96930,-7.80922,S7190,Piltdown Kinsale Beg,1.50031,-0.00274,6.00000,-0.00000,180.00000
Ireland,53.22150,-6.69196,S7191,Ploopluck,1.99194,0.00167,86.00000,0.00266,54.47005
Ireland,53.11980,-6.08710,S7194,Priestsnewtown,4.38954,-0.00070,90.00000,0.00005,307.80099
Ireland,52.89130,-6.86708,S7195,Prumpelstown,1.20226,0.00147,67.00000,-0.00042,129.58084
Ireland,54.72790,-7.37581,S7196,Pubble,0.46238,0.00083,65.00000,-0.00013,329.93945
Ireland,52.89160,-8.92881,S7197,Racorcraun,9.51656,0.00008,43.00000,0.00095,343.17459
Ireland,52.40880,-8.37182,S7198,Raheen,1.97978,0.00025,125.00000,0.00191,305.02255
Ireland,53.13550,-7.81742,S7199,Rath,2.40892,0.00118,61.00000,0.00171,50.25915
Ireland,52.07950,-9.24550,S7200,Rath More,3.74800,0.00007,163.00000,0.00056,154.39557
Ireland,53.56840,-6.58512,S7201,Rath of the Synods,1.81098,0.00190,119.00000,0.00000,149.23569
Ireland,52.14550,-8.26806,S7202,Rath-Healy,1.76829,0.00172,53.00000,0.00000,31.60045
Ireland,52.39740,-9.15197,S7204,Rathcahill West,7.19237,-0.00218,197.00000,-0.00096,174.48315
Ireland,52.46110,-8.62844,S7205,Rathcannon,0.92673,0.00105,71.00000,0.00000,90.00000
Ireland,52.80230,-6.87913,S7206,Rathcrogue,3.19235,-0.00009,72.00000,-0.00096,163.14166
Ireland,52.66160,-7.74361,S7207,Rathcunikeen,1.91863,-0.00222,117.00000,0.00003,186.93341
Ireland,52.80080,-6.66000,S7208,Rathgall,1.78746,-0.00180,131.00000,0.00000,328.78088
Ireland,53.27610,-8.47889,S7209,Rathglass,1.80189,0.00242,97.00000,0.00154,149.06155
Ireland,53.70900,-6.38824,S7210,Rathmullan,2.77768,-0.00104,40.00000,0.00000,90.00000
Ireland,52.28610,-7.05758,S7211,Rathpatrick,4.77235,-0.00000,84.00000,0.00000,230.80922
Ireland,53.47590,-6.52139,S7212,Raynestown,2.00864,0.00177,96.00000,0.00193,67.26368
Ireland,51.91080,-10.35490,S7213,Reenarea,8.97102,0.00162,101.00000,0.00395,272.37405
Ireland,52.79420,-7.94181,S7214,Richmond,6.32010,-0.00000,195.00000,0.00000,241.19357
Ireland,53.49670,-7.16413,S7215,Riverstown,0.92657,-0.00105,91.00000,0.00000,90.00000
Ireland,54.01670,-6.29010,S7216,Rockmarshall,13.16864,0.00197,97.00000,0.00158,183.96336
Ireland,52.03300,-9.54458,S7217,Ross Island,0.00000,0.00000,17.00000,0.00000,0.00000
Ireland,53.62970,-7.34394,S7218,Rossan,2.53347,-0.00181,112.00000,-0.00047,320.23383
Ireland,54.24460,-7.48632,S7219,Rossmacaffry,1.21808,0.00050,48.00000,-0.00323,229.51180
Ireland,53.52570,-6.09116,S7220,Rush,0.46331,-0.00000,10.00000,0.00000,270.00000
Ireland,52.85620,-6.83770,S7221,Russellstown,1.98638,0.00027,81.00000,0.00193,125.29955
Ireland,52.55350,-6.55050,S7223,Scarawalsh,6.75877,0.00550,40.00000,0.00146,197.88457
Ireland,52.03900,-8.31505,S7224,Scartbarry,2.48051,0.00165,118.00000,0.00046,139.19353
Ireland,55.04640,-6.93944,S7225,Scroggy Road,1.85985,0.00212,21.00000,0.00000,150.13641
Ireland,52.93140,-7.41970,S7226,Shanahoe,3.49204,-0.00197,86.00000,0.00054,83.70400
Ireland,52.70780,-7.73477,S7227,Shanballyduff,2.37727,0.00077,115.00000,0.00141,61.24174
Ireland,52.93200,-7.64529,S7228,Shanboe,0.76682,0.00191,105.00000,-0.00035,360.00000
Ireland,54.00310,-6.83239,S7229,Shanco,4.01961,0.00062,181.00000,-0.00228,247.00517
Ireland,52.62560,-9.16098,S7230,Shannakea Beg,5.14007,-0.00054,22.00000,0.00208,261.50333
Ireland,52.68940,-8.05083,S7231,Shevry,9.52520,0.00284,252.00000,0.00337,335.81412
Ireland,51.54700,-9.12798,S7232,Skahanagh,3.70268,0.00000,45.00000,-0.00000,270.00000
Ireland,53.23330,-7.32168,S7233,Skeahanagh,3.03357,-0.00074,93.00000,0.00035,97.30573
Ireland,52.89010,-7.15140,S7234,Slatt Lower,0.44767,-0.00078,197.00000,0.00013,211.16669
Ireland,54.13330,-6.43333,S7235,Sliabh Gullion,8.16783,0.00124,437.00000,0.00246,73.27449
Ireland,54.34010,-5.97367,S7236,Slieve Croob,1.21925,0.00390,526.00000,0.00133,229.44601
Ireland,54.49160,-8.19066,S7238,Sminver,2.30073,-0.00122,16.00000,-0.00013,30.20547
Ireland,53.35020,-6.24168,S7240,Spencer Dock,5.34450,-0.00303,5.00000,0.00021,43.75225
Ireland,52.92840,-7.47346,S7241,Springfield,1.38984,-0.00105,87.00000,0.00000,90.00000
Ireland,52.26280,-8.29459,S7242,Stag Park,3.16114,-0.00024,115.00000,-0.00230,118.51321
Ireland,53.50110,-8.27944,S7243,Stonepark,1.55382,0.00294,45.00000,0.00000,180.00000
Ireland,54.75630,-5.92463,S7244,Straid,1.22518,0.00044,166.00000,-0.00009,109.07600
Ireland,54.85510,-7.11851,S7245,Stranagalwilly,12.30031,0.00047,198.00000,-0.00254,125.33963
Ireland,52.84950,-6.93088,S7246,Strawhall,1.20179,-0.00147,55.00000,0.00042,129.55350
Ireland,52.38810,-7.89258,S7247,Suttonrath,1.97948,-0.00115,70.00000,0.00122,305.00970
Ireland,52.81190,-8.75268,S7248,Teeronea,2.68468,0.00524,33.00000,-0.00021,175.05280
Ireland,51.86710,-9.67990,S7249,Templenoe,8.60435,-0.00198,24.00000,0.00141,301.20517
Ireland,53.91550,-7.12509,S7250,Termon,4.79748,-0.00241,161.00000,-0.00087,324.68533
Ireland,53.16050,-6.87859,S7251,The Curragh,2.38292,0.00240,103.00000,0.00193,60.98698
