Country,Latitude,Longitude,SiteID,SiteName,slope,Profile cu,ele30m,tangential,aspect,lake,river
Great Britain,53.9728,-0.19313,S6676,unassociated artefact,0,0,0,0,0,4.451607454,0.21894705
Great Britain,52.3392,0.07135,S6677,Upper Delphs Terrace,2.26852,0,4,0,360,3.766672598,0.481447729
Great Britain,58.2012,-3.87691,S6678,Upper Suisgill,6.98094,-0.00122,87,-0.00035,180,4.823558095,0.019084975
Great Britain,50.7789,-3.54056,S6679,Upton Pyne,2.77907,-0.00313,33,0,90,4.821817933,0.500885809
Great Britain,53.8084,-0.53588,S6680,Walkington,0.78272,0.001,126,0.00035,360,3.219755682,2.311444504
Great Britain,51.1498,-2.78214,S6681,Walton Heath,1.30568,0.00145,3,0.00163,212.16789,4.548769761,0.672414652
Great Britain,52.0584,-0.82865,S6682,Warren Farm,3.14371,-0.00009,82,-0.00095,162.87004,4.363498178,0.830420773
Great Britain,52.2237,-1.61202,S6683,Wasperton,2.0006,-0.00176,43,-0.00183,247.84979,4.735858123,0.363246631
Great Britain,50.3521,-4.85111,S6684,Watch Hill,5.59207,-0.00116,280,-0.00107,277.42075,5.214875089,0.235881161
Great Britain,52.3318,0.96797,S6685,Wattisfield,3.02297,0,54,0,180,2.616560733,0.596790583
Great Britain,52.363,1.15076,S6686,Waveney,1.33111,-0.00155,22,-0.00165,211.47462,5.171689722,0.122115288
Great Britain,52.7427,0.74687,S6687,Weasenham,3.65428,-0.00018,66,0.00237,71.76042,4.000865567,0.849603907
Great Britain,52.4266,-0.69388,S6688,Weekley,1.90858,-0.00329,91,0.00194,6.97044,2.199590193,1.527040604
Great Britain,54.9948,-1.93748,S6690,Well House Farm,2.89615,0.00073,150,0.00173,314.0184,4.296160825,0.362739515
Great Britain,52.3415,-0.5672,S6691,West Cotton,1.51286,-0.00279,37,0,360,4.334967239,0.577992505
Great Britain,51.4158,-1.8375,S6692,West Overton,7.18817,-0.00199,159,-0.0021,192.97308,1.266450115,0.298579886
Great Britain,51.64,-4.86,S6693,Freshwater West,0,0,0,0,0,2.137485088,0.113305455
Great Britain,54.0254,-0.5649,S6694,Wetwang Slack,5.83089,-0.00003,59,0.00236,137.69923,5.321145957,0.113157732
Great Britain,53.2432,-1.23417,S6695,Whaley Rockshelter,2.41137,0.00096,117,0.00271,309.81207,4.327954457,0.558800306
Great Britain,55.1772,-3.62224,S6696,Whitestanes Moor,5.37103,-0.00065,243,0.00099,347.58636,3.757304297,0.933821939
Great Britain,55.6131,-2.11114,S6698,Whitton Hill,1.22789,-0.00042,39,0.0001,109.4614,3.545726509,0.449766055
Great Britain,52.3524,0.18797,S6700,Wilburton,4.36146,0.00069,21,-0.00005,307.31128,3.379969855,1.1121549
Great Britain,54.1702,-0.42355,S6701,Willerby Wold,0,0,159,0,0,3.774071978,0.92118235
Great Britain,51.1719,-1.84464,S6702,WilsfordShaft,0.87084,-0.00251,92,-0.001,212.15536,3.596279447,1.152789873
Great Britain,54.5556,-1.10772,S6703,Wilton Moor,5.19615,0.00007,221,0.00029,302.36923,4.015037508,1.082883845
Great Britain,50.799,-1.91202,S6704,Wimborne,5.72639,-0.0015,29,-0.00108,220.19763,3.780439854,0.976373297
Great Britain,51.1892,-1.84974,S6706,Winterbourne Stoke,1.96287,0.00019,112,0.00184,304.2937,3.394144081,1.277974064
Great Britain,53.248,-2.29077,S6707,Withington,1.22088,-0.00141,73,-0.0003,108.44078,3.25292519,1.070993425
Great Britain,52.8336,1.46545,S6708,Witton,0.79334,0.00092,11,-0.00053,61.17154,4.181149519,0.606902077
Great Britain,51.1891,-1.7839,S6709,Woodhenge,6.99623,-0.00073,91,-0.00134,19.24497,4.452353811,0.206855273
Great Britain,50.6831,-1.21856,S6710,Wootton Creek,7.41098,0.00168,109,-0.00083,95.61839,4.454439906,0.206439703
Great Britain,50.6829,-2.14156,S6711,Worgret,2.35821,0.00094,35,0.00253,128.20256,3.268870739,0.459956681
Great Britain,54.2749,-0.53015,S6712,Wykeham Forest,3.78421,0.00024,168,-0.00193,257.94342,2.92909361,0.223121828
Great Britain,51.7952,-1.30971,S6713,Yarnton,2.24116,0,62,0,360,1.125971428,0.022324465
Great Britain,51.7979,-1.31256,S6714,Yarnton Worton,3.84483,-0.00174,62,-0.00076,193.92906,0.792755939,0.860514741
Great Britain,52.8655,-3.20485,S6715,Ysgwennant,9.46101,-0.0015,244,-0.00052,76.07897,0.991843242,0.301403276
Great Britain,52.4804,-3.60962,S6716,Ystrad,0,0,283,0,0,0.403423832,0.095985518
Ireland,52.2312,-7.22971,S6722,Adamstown,3.16064,0.00143,50,0.00238,298.49597,0.817352056,0.197584913
Ireland,52.5244,-8.85266,S6723,Adamswood,2.00245,-0.00043,25,-0.00085,292.28754,0.608281223,0.234988167
Ireland,52.8219,-7.49845,S6724,Addergoole,3.18298,-0.00054,95,-0.00116,233.11743,0.329457125,0.158472978
Ireland,53.8283,-8.82549,S6725,Aghamore,3.63481,0,136,0,149.3918,1.045426297,0.007592555
Ireland,52.9477,-7.35391,S6727,Aghmacart,1.53392,0.00287,105,0,180,0.51607813,1.914102486
Ireland,53.8223,-7.91133,S6728,Aghnahunshin,1.22245,0.00046,49,-0.00009,251.32362,0.989525543,0.462762353
Ireland,54.1449,-8.31795,S6729,Aghoo,4.04612,-0.00045,116,-0.00059,13.21567,0.989525543,0.462762353
Ireland,52.2568,-7.1292,S6730,Ahanaglough,1.3288,-0.00097,51,-0.00013,211.53627,0.053401244,0.688042841
Ireland,51.5196,-9.6429,S6732,Altar,2.96901,0,3,0,180,0.588554062,0.166793625
Ireland,54.1559,-6.22778,S6733,Annagh Beg,8.38452,-0.00259,252,-0.00175,11.06984,1.007985461,0.548042609
Ireland,54.1559,-6.22778,S6734,Annagh More,8.38452,-0.00259,252,-0.00175,11.06984,0.929930326,0.176594729
Ireland,53.2738,-9.05178,S6735,Annaghkeen,1.94552,0.00345,14,0.00012,186.83635,0.438716504,0.480728706
Ireland,54.2708,-7.07478,S6736,Annahagh,1.37541,0.00119,70,0.00013,329.65967,0.349995501,0.506183807
Ireland,53.4134,-8.00855,S6737,Ardagawna,2.57593,-0.00107,51,-0.00063,98.65166,1.067236401,0.341421145
Ireland,53.3604,-7.46547,S6739,Ardnaglew,0,0,83,0,0,0.536556568,1.12522936
Ireland,53.6045,-6.65563,S6740,Ardsallagh,2.97995,-0.00266,38,-0.00029,321.5849,0.903176659,0.440553208
Ireland,53.4924,-6.6809,S6741,Arodstown,2.80446,0.00201,106,-0.00078,14.3366,0.957453823,0.797440022
Ireland,54.2519,-6.30987,S6742,Aughintober,7.62725,0.00047,70,-0.00012,320.65536,0.991547656,0.588362192
Ireland,52.7845,-9.08075,S6744,Ballaghfadda,1.16942,0.00244,85,-0.00024,348.57431,0.227425201,0.644643485
Ireland,52.8548,-8.28545,S6745,Ballinagore,1.342,-0.00103,137,-0.00013,31.18742,1.116337727,0.303626068
Ireland,51.8724,-8.547,S6746,Ballinaspig More,3.3453,0.00007,17,-0.00069,141.48524,0.525548378,0.424854653
Ireland,52.4452,-8.57851,S6748,Ballingayrour,1.77696,-0.00231,89,-0.00025,148.5732,1.107720494,0.610570956
Ireland,53.2453,-8.84006,S6749,Ballinillaun,0.46334,-0.00105,10,0,90,0.798912646,0.669938266
Ireland,54.2995,-6.29648,S6751,Ballintaggart,1.21875,0.00149,93,-0.00044,49.47408,1.497076398,0.745798467
Ireland,53.6313,-6.79084,S6752,Ballinter,0.45339,0.0008,60,-0.00013,329.27353,0.438647574,0.811414497
Ireland,51.9669,-8.38345,S6754,Ballinvinny South,5.99816,-0.00013,85,0.00013,4.41513,0.671644358,0.567063398
Ireland,52.6445,-8.64632,S6756,Ballncurra,2.88041,0.00272,14,0.00195,285.32312,0.526841287,0.025387506
Ireland,54.474,-5.69105,S6757,Balloo,1.84034,-0.00256,30,-0.00156,329.7836,0.497194725,0.0376241
Ireland,53.5359,-6.19397,S6758,Ballough,2.977,0.00073,28,0.00059,141.5394,0.947923615,0.242640292
Ireland,55.0392,-7.30437,S6759,Ballyarnet,0.92633,0.00105,30,0,90,0.894964786,0.300000525
Ireland,52.7799,-6.9404,S6760,Ballybannon,0.76415,0.00095,50,-0.00174,360,1.171668504,0.496634636
Ireland,52.7956,-6.9143,S6761,Ballybar,1.34067,0.00159,58,0.00166,31.22216,0.382678613,0.100589171
Ireland,53.4271,-7.46582,S6762,Ballybrennan,0.92658,-0.00105,85,0,90,0.310476681,0.304306733
Ireland,54.7317,-6.82546,S6763,Ballybriest,4.40716,-0.00082,231,0.00082,302.94321,0.536556568,1.12522936
Ireland,52.0665,-8.31647,S6764,Ballybrowney,1.61654,0.00199,86,0.00118,45.76839,0.94039725,0.242085161
Ireland,52.8742,-6.83096,S6765,Ballyburn,1.17174,-0.00245,91,0.00024,191.40263,0.793023308,0.655506059
Ireland,52.8196,-6.62906,S6767,Ballyconnell,1.52942,0.00285,112,0,360,1.428159691,0.03749099
Ireland,52.7845,-9.08075,S6768,Ballycorick,1.16942,0.00244,85,-0.00024,348.57431,0.810886654,2.385889076
Ireland,52.924,-7.47479,S6769,Ballycuddahy,4.35421,0.00099,100,-0.0002,121.81953,1.386350142,0.60718855
Ireland,52.6639,-8.62677,S6770,Ballycullen,1.78338,0.00178,13,0,211.29935,0.645309538,0.294893749
Ireland,52.4064,-7.96639,S6771,Ballydrehid,2.7885,-0.00095,51,0.00206,65.96628,1.438071619,0.185299233
Ireland,52.1676,-10.4022,S6773,Ballyferriter,6.26105,-0.00009,36,0.00006,141.19675,1.471045805,0.642906209
Ireland,54.8977,-5.86435,S6774,Ballygalley,2.12515,-0.00249,15,0.00109,19.07495,0.713276665,0.475953219
Ireland,52.4759,-6.62589,S6775,Ballygillistown,1.77785,0.00233,47,0.00152,328.59094,1.443978643,0.727286694
Ireland,54.6229,-6.23362,S6776,Ballygortgarve,1.84534,-0.00258,42,-0.00156,149.87486,0.883188159,0.379936545
Ireland,54.5005,-5.79055,S6777,Ballygowan,1.66286,-0.00009,63,-0.00093,44.12828,0.223543365,0.775106939
Ireland,54.9712,-7.18328,S6778,Ballygroll,11.0268,-0.00211,215,0.0008,346.80984,1.13164516,0.470686058
Ireland,54.791,-5.7064,S6779,Ballykeel,4.40703,-0.00201,83,-0.0018,204.81021,0.685187125,1.043655757
Ireland,53.4908,-7.68038,S6780,Ballykilmore,3.61352,-0.00103,92,0.0018,210.81061,1.429067398,0.601871947
Ireland,54.2805,-9.42961,S6781,Ballyknock,3.2394,-0.00104,149,0,270,0.793023308,0.655506059
Ireland,52.1998,-8.3663,S6782,Ballylegan,3.16015,0.00143,70,0.00238,298.47891,0.317946924,0.83900723
Ireland,52.5636,-9.03415,S6783,Ballylin,1.19866,0.00147,33,-0.00042,50.63155,0.229171215,0.214566073
Ireland,54.8475,-5.85064,S6784,Ballyloran,3.2404,0.00082,87,-0.00013,29.98666,0.897103407,0.708899246
Ireland,52.6639,-8.62677,S6785,Ballymackeamore,1.78338,0.00178,13,0,211.29935,0.028687006,0.023653396
Ireland,53.2068,-6.14879,S6786,Ballyman,2.07628,-0.00073,97,-0.00217,317.99487,0.668276321,1.122238703
Ireland,53.0593,-6.77324,S6787,Ballymount,5.54456,-0.00072,125,-0.00032,123.58224,1.390592453,0.739118584
Ireland,52.4813,-8.70124,S6788,Ballynabanoge,1.51766,0.0028,36,0,180,0.972192056,0.350992863
Ireland,54.4971,-8.18696,S6789,Ballynacarrick,1.66279,0.00239,11,-0.00033,44.13058,1.288204847,0.411251417
Ireland,52.6014,-9.11003,S6790,Ballynacragga,7.88342,-0.00023,106,-0.00153,305.14111,1.438251753,0.46548997
Ireland,54.3693,-5.72444,S6791,Ballynacraig,6.61292,-0.00204,35,-0.00202,315.77945,0.509228785,0.298388386
Ireland,53.4045,-7.73173,S6792,Ballynagarbry,1.35459,0.00164,79,0.00167,329.13788,0.836458802,0.150466061
Ireland,55.1876,-6.18423,S6793,Ballynagard,4.89486,-0.00127,120,-0.00295,109.26764,1.405604582,0.259417204
Ireland,54.5421,-5.96306,S6794,Ballynahatty,8.82091,-0.00196,16,0.00029,199.7951,1.221848446,0.427997736
Ireland,53.4469,-6.97102,S6795,Ballynakill,1.6418,0.0021,67,0.00122,135.14404,1.397862471,0.693653905
Ireland,53.8965,-6.95312,S6796,Ballynamona,6.73617,-0.00219,142,0.00096,189.85471,0.452203208,0.892368634
Ireland,52.1609,-8.08678,S6797,Ballynoe West,0.7535,-0.00369,179,-0.00035,360,0.539370724,1.959513844
Ireland,52.117,-8.268,S6798,Ballyoran Bog,7.97329,-0.00087,76,0.00045,200.27255,1.002178343,0.196275266
Ireland,54.8508,-5.75544,S6800,Ballyprior Beg,6.05482,0.00194,28,0.00116,217.57195,0.844356121,0.682928111
Ireland,52.9792,-6.04225,S6801,Ballyremon,9.83831,-0.00013,29,-0.00141,62.38157,1.608861869,0.365223778
Ireland,51.507,-9.688,S6802,Ballyrisode,3.55883,0.00112,38,0.00136,51.29739,1.608861869,0.365223778
Ireland,55.1376,-6.94662,S6803,Ballyscullion,0.80381,-0.00091,3,0.00057,239.80627,0.615581696,1.083659104
Ireland,52.5784,-8.67075,S6805,Ballyveelish,2.77821,-0.00104,47,0,270,1.561612065,0.857760431
Ireland,51.94,-7.88295,S6806,Ballyvergan,3.77718,0.00174,6,0.00182,281.4335,0.308727141,0.703404284
Ireland,51.94,-7.88295,S6807,Ballyvergin,3.77718,0.00174,6,0.00182,281.4335,0.859610245,0.874348061
Ireland,52.5078,-9.07616,S6808,Ballyvoghan,1.51857,-0.00281,103,0,360,1.031139287,0.717165834
Ireland,54.6472,-5.56039,S6810,Ballywilliam,2.57718,-0.00042,25,0.00007,261.09067,0.416614814,0.113318784
Ireland,53.4954,-6.3929,S6811,Baltrasna,2.41716,-0.00121,62,-0.00173,309.97958,0.282498338,0.937746658
Ireland,51.8785,-8.6454,S6812,Barnagore,2.2005,0.00151,32,0.00164,328.24603,1.471894614,0.212313583
Ireland,51.9015,-8.46768,S6813,Barrees Valley,3.70245,-0.00208,12,0,270,0.385930383,0.165442999
Ireland,52.8164,-6.8224,S6814,Baunogenasraid,3.92868,-0.00182,85,-0.00076,193.62265,0.204848343,0.733380579
Ireland,53.0499,-9.16238,S6815,Baur South,0.79425,0.00092,161,-0.00053,241.04971,0.30971052,0.87430538
Ireland,54.7134,-6.21676,S6816,Bay Farm,2.57308,0.00194,20,0.00048,219.02664,0.232067355,0.651027008
Ireland,54.1314,-8.41686,S6818,Behy,3.78373,0.00037,52,0.00098,282.01578,0.840303718,0.230017372
Ireland,53.9723,-9.48625,S6819,Belderg Beg,35.78813,-0.00449,461,-0.00111,8.38431,0.978426243,0.257367495
Ireland,54.2974,-9.53334,S6820,Belderg More,8.23058,-0.00182,61,-0.00121,155.21368,0.549126333,0.583131019
Ireland,53.4292,-6.46981,S6821,Bennetstown,1.80663,-0.00239,69,-0.00026,210.84743,1.243418031,0.099825751
Ireland,52.9187,-7.36998,S6822,Blackhill,5.61041,0.00074,105,0.00106,324.80994,0.563867704,1.994935582
Ireland,52.9114,-7.51086,S6823,Boherard,0.89561,0.00082,125,0.00179,328.84586,0.525548378,0.424854653
Ireland,52.5978,-6.33683,S6825,Bolinready,4.22488,0.00293,103,-0.00013,334.02774,1.098178698,0.251874381
Ireland,52.6726,-7.71088,S6826,Borris,0.46338,0.00105,121,0,90,1.342623529,0.255562334
Ireland,51.4915,-9.71993,S6827,Boulysallagh,9.09348,0.00021,77,0.00082,332.94397,1.354060811,0.724309039
Ireland,53.6313,-6.79084,S6828,Boyerstown,0.45339,0.0008,60,-0.00013,329.27353,0.2523552,0.794365497
Ireland,54.295,-6.44578,S6829,Brackagh,10.30033,0.00116,116,0.00015,62.84839,0.384255242,0.959483796
Ireland,52.2972,-8.1683,S6830,Brackbaun,1.32968,0.00154,112,0.00165,211.51274,0.640770046,0.595168434
Ireland,54.3413,-5.74849,S6832,Briggs Rock,7.87859,0.00199,9,-0.00035,360,0.363019105,0.081460248
Ireland,53.3441,-6.26749,S6833,Broomfield,1.20737,-0.00001,17,0.00029,50.12115,0.428538428,0.098190365
Ireland,54.2427,-9.65135,S6834,Bunalty,4.43368,-0.00073,21,0.00006,128.54683,0.428538428,0.098190365
Ireland,55.0189,-7.32807,S6835,Buncranna Road,1.8589,-0.00254,13,-0.00026,150.1194,1.030585694,0.242770724
Ireland,52.9927,-6.89021,S6836,Burtown Little,3.13605,-0.00078,88,0.00013,211.10614,1.461465198,0.018515854
Ireland,52.8154,-6.83824,S6837,Busherstown,3.18281,-0.00182,81,-0.00142,53.12169,0.273009116,0.685678462
Ireland,52.8154,-6.83824,S6838,Busherstown,3.18281,-0.00182,81,-0.00142,53.12169,0.6782561,1.16329078
Ireland,52.9205,-7.56657,S6839,Bushfield,1.53297,-0.00286,146,0,360,0.504345456,1.060342585
Ireland,52.3865,-7.93959,S6840,Caherabbey,6.51292,0.00056,74,-0.00097,349.79822,0.499399672,1.065890527
Ireland,53.1952,-8.81577,S6841,Caherweelder,0.77151,-0.00097,34,0.00174,180,0.547302183,0.178050307
Ireland,52.6369,-9.14754,S6842,Cahiracon,2.88038,0.00078,62,0.0018,74.67935,1.028440983,0.212338709
Ireland,52.8233,-9.00183,S6843,Cahircalla Beg,8.84725,-0.00053,19,-0.00049,133.32942,0.574286072,2.008914094
Ireland,52.8276,-9.00627,S6844,Cahircalla More,1.34138,0.00159,33,0.00166,31.20339,0.604092284,0.033168687
Ireland,54.6146,-7.15352,S6846,Caledon,1.22475,0.00045,117,-0.00009,250.98596,0.316748759,0.31168192
Ireland,52.5456,-7.39634,S6847,Callan,1.77989,0.00079,67,0.00178,31.36841,0.986039469,0.300064091
Ireland,51.4848,-9.7322,S6848,Callaros Oughter,1.96683,-0.00021,49,-0.00186,55.53328,0.3427906,1.871810013
Ireland,53.9094,-8.46594,S6849,Callow,4.54639,-0.00075,62,-0.0026,104.97163,0.817352056,0.197584913
Ireland,54.2706,-8.47153,S6850,Caltragh,1.85242,-0.00209,10,0,90,0.857288705,0.109790795
Ireland,52.841,-7.49872,S6851,Cannonswood,1.92642,0.00223,87,-0.00003,6.90503,0.515693027,0.577657861
Ireland,51.7225,-9.69802,S6852,Canshanavoe,25.37322,0.00012,474,0.00023,239.46597,0.277217816,0.812579276
Ireland,52.9477,-7.35391,S6853,Cappaloughlin,1.53392,0.00287,105,0,180,0.204848343,0.733380579
Ireland,53.0625,-7.41407,S6854,Cappanrush,5.37201,0.00178,127,-0.00127,31.06502,0.836311831,0.404802351
Ireland,53.2809,-8.53374,S6855,Caraun More,2.11961,-0.00034,68,-0.00032,100.50288,0.532757347,1.108252503
Ireland,53.2717,-6.20564,S6856,Carmanhall,2.078,-0.00185,91,-0.00183,221.96172,0.305693808,0.836201847
Ireland,53.9723,-9.48625,S6857,Carn bog,35.78813,-0.00449,461,-0.00111,8.38431,0.636589161,0.163889871
Ireland,54.0312,-6.41118,S6858,Carn more,1.65328,0.00215,17,0.00123,224.45589,0.005562199,0.488413949
Ireland,54.2558,-9.80494,S6859,Carnhill,3.16167,0,59,0,360,1.028292473,0.722085572
Ireland,53.2582,-6.17311,S6860,Carrickmines,2.11958,-0.00034,92,-0.00032,259.50256,0.85568759,0.877202773
Ireland,54.5969,-7.05062,S6861,Carrickmore,8.35516,0.00146,169,0.00226,301.43002,1.376104183,0.483552546
Ireland,53.1515,-6.50859,S6862,Carrig,3.17565,-0.00025,274,-0.00238,240.99219,0.793023308,0.655506059
Ireland,51.8979,-8.47109,S6863,Carrigacat,0.44044,-0.00134,8,-0.00139,328.25702,0.793502103,0.345552205
Ireland,51.8792,-8.64926,S6864,Carrigane,0.46344,-0.00105,33,0,270,0.613761598,1.462372947
Ireland,51.9016,-8.11998,S6865,Carrigatogher,1.39008,0.00105,24,0,90,0.936058639,0.799724058
Ireland,52.6639,-8.62677,S6866,Carrigdirty,1.78338,0.00178,13,0,211.29935,0.203726568,0.256806242
Ireland,53.6343,-7.97228,S6867,Carrigeens,2.4204,0.00122,56,0.00173,229.92732,0.139778842,0.445282493
Ireland,51.5424,-9.1281,S6868,Carrigillihy,4.86896,0.00127,14,0.00039,274.36703,0.201818721,0.251402588
Ireland,51.8932,-8.56515,S6869,Carrigrohane,2.24603,0,29,0,180,0.340256001,0.534685334
Ireland,54.6616,-7.58824,S6870,Carrowkilla,4.55146,0.00003,121,-0.00072,285.23602,1.419340583,0.057632302
Ireland,53.7338,-9.17181,S6871,Carrowlisdooaun,3.25649,0.00037,42,-0.00008,343.48672,0.005015241,1.594887376
Ireland,53.9921,-8.98899,S6872,Carrowneden,8.20817,0.0001,147,-0.00077,315.51718,1.471894614,0.212313583
Ireland,53.3246,-8.70597,S6873,Carrowntober,1.85271,0,50,0,90,1.429652205,0.378814418
Ireland,52.5168,-7.89117,S6874,Cashel,1.91241,0.0022,99,-0.00003,186.95628,1.100518639,0.371954756
Ireland,52.0614,-9.52644,S6875,Cashelkeelty,3.44991,0.00032,62,0.00136,11.61047,0.265726851,0.76241761
Ireland,54.7134,-6.21676,S6876,Castle Cara,2.57308,0.00194,20,0.00048,219.02664,0.411828975,0.089508229
Ireland,54.5621,-6.04742,S6877,Castle Mahon,14.648,-0.00041,198,0.00077,291.87622,1.028292473,0.722085572
Ireland,52.4753,-8.36379,S6879,Chancellorsland,1.66525,0,109,-0.00064,103.16759,0.194367534,0.396113096
Ireland,53.4333,-6.35081,S6880,Cherryhound,1.55135,0.00195,80,0.00174,360,0.5083801,1.028923964
Ireland,53.1547,-6.9725,S6881,Cherryville,2.88257,0.00141,90,-0.00037,254.50314,1.028292473,0.722085572
Ireland,51.8979,-8.47109,S6882,Claidh Dubh,0.44044,-0.00134,8,-0.00139,328.25702,1.109000598,0.83429935
Ireland,53.2914,-6.68887,S6883,Clane,0.79527,0.00092,69,-0.00054,299.08768,1.240629307,0.166302383
Ireland,52.8259,-8.9679,S6884,Clare abbey,2.91484,0.00005,4,0.00034,23.39627,0.522307591,0.2414688
Ireland,51.8979,-8.47109,S6885,Clashadunna,0.44044,-0.00134,8,-0.00139,328.25702,0.480599147,0.02349302
Ireland,51.6979,-8.4351,S6886,Clashroe,2.4699,0.00162,40,0.00046,138.97742,1.163116852,0.43456284
Ireland,52.4749,-8.1572,S6887,Cloghabreedy,1.58656,0.00177,100,0.0008,343.02179,0.824704154,0.11872648
Ireland,53.4011,-7.01611,S6888,Cloghaclocka,4.0575,0.0019,87,0.00244,30.86414,0.825792722,0.145249872
Ireland,54.4099,-7.17256,S6889,Clogher,1.66099,0.00086,100,0.00198,224.19189,0.254549782,0.792473399
Ireland,54.2978,-6.0966,S6891,Cloghskelt,6.80866,-0.00051,103,0.00151,246.09489,1.166651484,0.344467237
Ireland,53.9906,-6.71736,S6892,Cloghvally,2.01219,0.00178,44,0.00197,112.98862,0.791589448,0.126325001
Ireland,53.0075,-7.37501,S6893,Clonadacasey,1.34545,0.00105,103,0.00013,148.90254,0.462977683,0.37993834
Ireland,53.2775,-6.23111,S6894,Clonard,2.38441,-0.00081,102,-0.00144,60.92031,0.859838844,0.366536173
Ireland,53.2201,-7.82895,S6895,Clonast bog,0.77195,0.00097,54,-0.00174,180,1.220280477,0.159596514
Ireland,53.0191,-7.34226,S6896,Clonboyne,1.53646,0.00287,114,0,180,0.90388794,0.213012671
Ireland,53.4891,-6.87076,S6897,Cloncowan,2.88404,-0.00057,72,0.00086,74.3866,0.255704879,0.440329902
Ireland,53.5514,-7.40268,S6898,Clonikilvant,1.81046,0.0019,100,0,210.77438,0.859838844,0.366536173
Ireland,52.5106,-8.15166,S6899,Clonmore,1.16243,0.00241,112,-0.00024,168.50407,0.356280284,0.498857639
Ireland,52.9551,-7.44445,S6900,Clonrud,2.40487,0.0024,97,0.00255,129.62239,0.75377349,0.308339927
Ireland,53.3789,-6.68053,S6901,Clonsast,0.77483,-0.00293,75,0,360,0.63445927,0.318768744
Ireland,53.5514,-7.40268,S6903,Clonva,1.81046,0.0019,100,0,210.77438,0.445341835,0.323523837
Ireland,53.4934,-6.69157,S6904,Clonymeath,1.80864,0.00244,113,0.00154,210.80907,0.213297791,0.393472494
Ireland,53.6743,-7.97405,S6905,Cloonbony,1.56017,-0.00296,39,0,180,0.654453684,0.191032857
Ireland,53.5862,-8.44166,S6906,Clooncullaun,1.64449,0.00211,90,0.00122,224.76144,0.204848343,0.733380579
Ireland,53.9474,-7.78344,S6907,Cloone,3.74283,-0.00031,57,0.00068,317.16992,0.467138523,0.031464935
Ireland,53.666,-9.07655,S6908,Clooneen,2.53475,0.00182,43,0.00047,219.74176,0.789851519,0.601918969
Ireland,53.7631,-8.13153,S6909,Cloonfinlough,3.12461,0,53,0,180,0.050234988,0.461479475
Ireland,53.9723,-9.48625,S6910,Cloongalloon,35.78813,-0.00449,461,-0.00111,8.38431,0.37040775,0.558634457
Ireland,53.9525,-8.1533,S6911,Cloongownagh,7.10947,-0.0051,46,-0.00116,20.88958,0.792892844,2.452852561
Ireland,52.7238,-8.5506,S6912,Cloonlara,4.23468,-0.00145,18,-0.00008,334.09311,1.35479426,0.867376868
Ireland,54.0871,-9.17671,S6913,Cloonturk,2.80661,-0.00082,15,-0.00257,245.11385,0.525548378,0.424854653
Ireland,53.5614,-6.55926,S6914,Clowanstown,0.77815,-0.00197,116,0.00035,180,0.525548378,0.424854653
Ireland,51.9007,-10.3715,S6915,Coarha More,1.14727,0.00243,87,0.00177,348.34879,0.525548378,0.424854653
Ireland,54.2558,-5.62723,S6917,Coney Island,3.19517,-0.00153,2,-0.00256,299.65302,1.240629307,0.166302383
Ireland,53.6313,-6.79084,S6918,Cooksland,0.45339,0.0008,60,-0.00013,329.27353,0.598287221,0.658524338
Ireland,53.6313,-6.79084,S6919,Cookstown,0.45339,0.0008,60,-0.00013,329.27353,1.021769685,0.252937925
Ireland,53.6313,-6.79084,S6920,Cookstown,0.45339,0.0008,60,-0.00013,329.27353,0.053401244,0.688042841
Ireland,52.4749,-8.1572,S6921,Coolahollaga,1.58656,0.00177,100,0.0008,343.02179,0.487407018,1.81447219
Ireland,53.2128,-8.46166,S6922,Cooleeny,1.38977,0.00105,82,0,90,1.475254665,0.232363113
Ireland,52.8816,-7.54796,S6923,Coolfin,3.82421,-0.00284,113,0,180,0.141039493,0.150349154
Ireland,53.2738,-9.05178,S6925,Cooltymurraghy,1.94552,0.00345,14,0.00012,186.83635,0.454542249,0.105740863
Ireland,51.5329,-9.53505,S6926,Cooradarrigan,0,0,22,0,0,1.045426297,0.007592555
Ireland,55.0414,-6.30091,S6937,Corkey,2.45523,-0.00136,149,-0.0018,131.04601,0.701846147,0.343889177
Ireland,54.4514,-7.52563,S6938,Corlea,5.78455,-0.00102,95,-0.0007,273.92685,0.992053305,0.249808844
Ireland,53.9735,-8.00328,S6939,Corlona,1.8239,-0.0025,70,-0.00155,30.52058,1.216770132,0.43683732
Ireland,52.2568,-7.1292,S6940,Corradoon,1.3288,-0.00097,51,-0.00013,211.53627,1.362407679,0.097459683
Ireland,53.7101,-7.42548,S6941,Corralanna,1.5615,-0.00297,61,0,360,0.793556066,0.334668736
Ireland,52.9221,-7.52742,S6943,Corraun,0.79371,0.00068,121,0.00102,298.87823,0.785606632,0.877912813
Ireland,52.1081,-8.27263,S6944,Corrin,0.75261,0.00184,69,-0.00035,360,0.125250977,0.568061653
Ireland,54.9154,-6.3956,S6946,Craigs,0.80271,-0.00091,132,0.00057,120.05524,0.524219959,0.085975105
Ireland,53.628,-8.18863,S6947,Creggan,1.21067,-0.00123,49,-0.00144,229.93141,0.511645073,2.103360153
Ireland,52.5349,-8.86969,S6948,Croagh,1.98162,0.00165,28,0.00261,305.10013,0.980214946,0.268991498
