Country,Latitude,Longitude,SiteID,SiteName,Slope,SRTM_World,Aspect
Ireland,52.05360,-7.94460,S7072,Killeenagh Mountain,636749.56250,156.00000,66.48178
Ireland,51.92560,-8.51372,S7073,Killeens,394588.40625,60.00000,76.02650
Ireland,53.63130,-6.79084,S7074,Killegland,21213.20313,60.00000,329.27362
Ireland,52.39010,-7.90828,S7075,Killemly,134164.07813,52.00000,162.99072
Ireland,53.27740,-8.55923,S7076,Killescragh,87464.28125,56.00000,199.78003
Ireland,52.74730,-7.69211,S7078,Killoran,134164.07813,125.00000,309.48724
Ireland,52.59270,-8.33595,S7079,Killuragh cave,114236.59375,42.00000,234.86440
Ireland,51.95840,-8.39633,S7080,Killydonoghoe,360000.00000,84.00000,270.00000
Ireland,54.64700,-6.74500,S7082,Killymoon,47434.16406,70.00000,10.94076
Ireland,54.71340,-6.21676,S7083,Kilmahamogue,276586.34375,20.00000,206.39323
Ireland,53.32690,-6.43154,S7084,Kilmahuddrick,134164.07813,67.00000,129.86728
Ireland,53.41080,-6.89482,S7086,Kilmorebrannagh,247386.34375,77.00000,112.70491
Ireland,51.89490,-9.58050,S7088,Kilmurry,2495686.25000,114.00000,296.47845
Ireland,53.55140,-7.40268,S7089,Kilotan,142302.50000,99.00000,299.23764
Ireland,52.95850,-7.20620,S7090,Kilshane,228473.18750,130.00000,14.50985
Ireland,52.36290,-7.57758,S7091,Kilsheelan,87464.28125,15.00000,225.57655
Ireland,52.52800,-8.83811,S7092,Kiltenan,94868.32813,26.00000,11.49137
Ireland,54.51050,-7.66728,S7093,Kiltierney,321014.03125,96.00000,322.73236
Ireland,53.88020,-8.36964,S7094,Kinard,67082.03906,66.00000,310.23877
Ireland,54.35080,-6.70980,S7095,King's Stables,201246.12500,52.00000,343.71811
Ireland,54.74400,-7.51200,S7096,Kinkit,363111.56250,108.00000,204.54759
Ireland,53.45660,-7.10496,S7097,Kinnegad,84852.81250,78.00000,30.83100
Ireland,53.33500,-6.43100,S7098,Kishoge,106066.01563,59.00000,103.42333
Ireland,53.51800,-8.85563,S7100,Knockacarrigeen Hill,361247.84375,42.00000,213.84106
Ireland,53.40290,-7.75623,S7101,Knockdomny,1320340.87500,134.00000,236.85551
Ireland,52.42220,-7.92478,S7102,Knockgraffon,161554.93750,86.00000,166.25830
Ireland,52.89010,-6.64667,S7103,Knocklishen Beg,543323.12500,126.00000,100.40958
Ireland,53.50920,-6.58948,S7104,Knockmark,512640.21875,96.00000,57.82696
Ireland,52.76730,-8.82259,S7105,Knocknalappa,712776.25000,25.00000,174.83812
Ireland,54.27060,-8.47153,S7106,Knockrea North,467172.34375,10.00000,99.38847
Ireland,52.45300,-8.57256,S7108,Knockuregare,590931.43750,68.00000,126.03534
Ireland,52.16020,-8.33492,S7109,Labbacallee,165680.42188,50.00000,81.59164
Ireland,53.26500,-6.15956,S7110,Laughanstown,345325.93750,46.00000,358.50677
Ireland,52.60250,-9.11467,S7111,Leahys,296984.84375,107.00000,211.33519
Ireland,52.89560,-7.48761,S7112,Leap,94868.32813,115.00000,298.86337
Ireland,53.50520,-6.56320,S7114,Leshamstown,87464.28125,91.00000,199.68225
Ireland,55.05610,-6.93326,S7117,Limavady Bypass,597369.25000,11.00000,46.59946
Ireland,55.16960,-6.45160,S7118,Liscolman,94868.32813,67.00000,59.78586
Ireland,52.67620,-9.11861,S7119,Liscormick,476707.46875,39.00000,249.62006
Ireland,53.64770,-6.29844,S7120,Lisdornan,335410.18750,74.00000,72.98529
Ireland,52.13580,-7.93768,S7121,Lismore,213190.06250,51.00000,36.94663
Ireland,53.58980,-6.59748,S7122,Lismullin,465241.87500,90.00000,93.10343
Ireland,52.07710,-8.29978,S7123,Lisnagar Demesne,241867.73438,62.00000,340.60327
Ireland,54.78410,-7.61968,S7124,Lisnamulligan,405277.68750,70.00000,144.47549
Ireland,51.94000,-7.88295,S7125,Lisnasallagh,660681.43750,6.00000,274.20615
Ireland,53.66890,-7.58419,S7126,Lissanure,255440.79688,69.00000,275.65698
Ireland,52.20570,-8.54686,S7127,Lissard,303726.84375,113.00000,158.32027
Ireland,52.37990,-7.95895,S7128,Lissava,2316516.75000,162.00000,306.13443
Ireland,53.98820,-6.44011,S7129,Littlemill,241867.73438,22.00000,101.97546
Ireland,54.49690,-6.80990,S7130,Lough Eskragh,21213.20313,87.00000,30.20241
Ireland,52.49070,-7.89775,S7131,Loughfeedora,335410.18750,106.00000,163.02756
Ireland,53.15370,-6.93295,S7132,Loughlion,171026.31250,87.00000,294.40341
Ireland,53.96000,-8.80527,S7133,Lowpark,182482.87500,67.00000,74.21871
Ireland,52.29490,-7.05744,S7134,Luffany,560044.62500,79.00000,301.20679
Ireland,53.27200,-6.93970,S7135,Lullymore Bog,108166.53906,80.00000,41.96170
Ireland,54.46480,-6.33602,S7136,Lurgan,254558.43750,45.00000,149.77820
Ireland,53.31480,-8.24392,S7137,Mackney,114236.59375,56.00000,14.39433
Ireland,54.26450,-8.48125,S7138,Magheraboy,1131481.37500,30.00000,66.02935
Ireland,55.19000,-6.65498,S7139,Magheramenagh,201246.12500,22.00000,48.84794
Ireland,51.87450,-8.59204,S7140,Maglin,42426.40625,22.00000,211.75655
Ireland,52.66390,-8.82344,S7141,Maigue,195576.07813,10.00000,136.30626
Ireland,52.79900,-8.93811,S7142,Manusmore,305941.15625,18.00000,71.73823
Ireland,52.44670,-7.90378,S7143,Marlhill,283019.43750,87.00000,224.35225
Ireland,53.52640,-7.33604,S7144,Marlinstown,201246.12500,91.00000,163.40952
Ireland,53.41260,-6.87468,S7145,Martinstown,420000.00000,72.00000,90.00000
Ireland,51.77130,-9.38566,S7146,Maughanasilly,1415097.12500,114.00000,135.21191
Ireland,51.89770,-8.81456,S7147,Meadowlands,913153.87500,79.00000,29.40832
Ireland,53.36850,-7.49946,S7148,Mears Park Farm,21213.20313,73.00000,30.88365
Ireland,52.01170,-8.33389,S7149,Meenane,429010.50000,176.00000,219.85725
Ireland,53.31060,-6.24804,S7150,Milltown,318198.06250,23.00000,355.10977
Ireland,51.86290,-9.18484,S7151,Milmorane,1123298.75000,198.00000,137.57376
Ireland,51.99940,-8.34871,S7152,Mitchellsfort,165680.42188,144.00000,183.21169
Ireland,52.26540,-8.27094,S7153,Mitchelstown,303726.84375,102.00000,21.65339
Ireland,53.98920,-6.71337,S7154,Monanny,171026.31250,34.00000,335.37561
Ireland,53.53320,-8.11471,S7155,Moneen,216333.07813,75.00000,138.21428
Ireland,52.79250,-8.87475,S7156,Mooghaun,221472.34375,40.00000,341.92270
Ireland,52.97550,-6.81570,S7157,Moone,150000.00000,106.00000,90.00000
Ireland,53.56900,-6.57791,S7158,Mound of the hostages,106066.01563,117.00000,149.23621
Ireland,51.56410,-9.53380,S7159,Mount Gabriel,1350000.00000,133.00000,39.72688
Ireland,52.28210,-9.72224,S7161,Mounthawk,106066.01563,17.00000,354.99277
Ireland,52.80080,-6.86009,S7162,Moyle Big,134164.07813,74.00000,50.47812
Ireland,53.26290,-8.83769,S7164,Moyveela,150000.00000,17.00000,218.64081
Ireland,53.47720,-6.38926,S7165,Muckerstown,42426.40625,74.00000,210.81857
Ireland,53.25050,-7.55018,S7166,Mucklagh,161554.93750,68.00000,303.70081
Ireland,51.94000,-7.88295,S7167,Muckridge,660681.43750,6.00000,274.20615
Ireland,54.24610,-9.79939,S7168,Muingerroon,288530.75000,60.00000,105.08845
Ireland,54.20580,-9.87727,S7169,Muings,471009.56250,60.00000,74.61658
Ireland,52.28570,-7.13196,S7170,Mullinabro,161554.93750,18.00000,123.11425
Ireland,53.26530,-6.21133,S7171,Murphystown,182482.87500,115.00000,5.70640
Ireland,54.34950,-6.70016,S7172,Navan Fort,195576.07813,58.00000,159.60738
Ireland,53.19300,-6.09394,S7175,Newcourt,1370839.12500,41.00000,125.51213
Ireland,53.50420,-7.23078,S7176,Newdown,60000.00000,94.00000,90.00000
Ireland,52.27050,-7.13264,S7177,Newrath 37,1121895.75000,5.00000,199.24963
Ireland,54.71670,-7.40000,S7178,Newtonstewart,1171537.50000,83.00000,25.75418
Ireland,52.87780,-8.29281,S7179,Newtown,657951.37500,58.00000,32.83562
Ireland,54.01850,-6.45329,S7180,Newtownbalregan,42426.40625,30.00000,149.50645
Ireland,55.04020,-7.31624,S7182,Oakgrove,360000.00000,33.00000,270.00000
Ireland,52.85910,-7.48479,S7183,Oldglass,161554.93750,83.00000,303.45966
Ireland,53.22830,-6.67329,S7184,Oldtown,576281.18750,93.00000,143.12674
Ireland,53.53280,-10.16440,S7185,Omey Island,418389.78125,12.00000,351.21936
Ireland,52.90980,-7.53704,S7187,Palmershill,181245.68750,134.00000,195.36528
Ireland,52.81350,-7.49635,S7188,Parknahown,441418.15625,104.00000,105.88409
Ireland,52.22380,-8.69455,S7189,Pepperhill,323109.87500,111.00000,13.80138
Ireland,51.96930,-7.80922,S7190,Piltdown Kinsale Beg,67082.03906,7.00000,128.99034
Ireland,53.22150,-6.69196,S7191,Ploopluck,152970.57813,84.00000,108.43016
Ireland,53.11980,-6.08710,S7194,Priestsnewtown,772172.25000,95.00000,306.60138
Ireland,52.89130,-6.86708,S7195,Prumpelstown,135830.78125,67.00000,259.59003
Ireland,54.72790,-7.37581,S7196,Pubble,421070.06250,64.00000,262.96439
Ireland,52.89160,-8.92881,S7197,Racorcraun,859592.93750,53.00000,341.28928
Ireland,52.40880,-8.37182,S7198,Raheen,60000.00000,125.00000,270.00000
Ireland,53.13550,-7.81742,S7199,Rath,150000.00000,60.00000,321.27618
Ireland,52.07950,-9.24550,S7200,Rath More,679153.87500,159.00000,149.93796
Ireland,53.56840,-6.58512,S7201,Rath of the Synods,123693.17188,119.00000,188.46457
Ireland,52.14550,-8.26806,S7202,Rath-Healy,171026.31250,53.00000,38.34349
Ireland,52.39740,-9.15197,S7204,Rathcahill West,776820.43750,200.00000,186.16116
Ireland,52.46110,-8.62844,S7205,Rathcannon,228473.18750,71.00000,194.66989
Ireland,52.80230,-6.87913,S7206,Rathcrogue,258069.76563,70.00000,156.59244
Ireland,52.66160,-7.74361,S7207,Rathcunikeen,241867.73438,118.00000,160.84061
Ireland,52.80080,-6.66000,S7208,Rathgall,303726.84375,131.00000,316.87311
Ireland,53.27610,-8.47889,S7209,Rathglass,221472.34375,93.00000,162.11220
Ireland,53.70900,-6.38824,S7210,Rathmullan,556821.31250,39.00000,82.21786
Ireland,52.28610,-7.05758,S7211,Rathpatrick,650730.37500,79.00000,231.53629
Ireland,53.47590,-6.52139,S7212,Raynestown,154434.45313,96.00000,132.96059
Ireland,51.91080,-10.35490,S7213,Reenarea,1425079.00000,101.00000,270.97507
Ireland,52.79420,-7.94181,S7214,Richmond,1062567.62500,196.00000,240.47646
Ireland,53.49670,-7.16413,S7215,Riverstown,47434.16406,91.00000,348.75824
Ireland,54.01670,-6.29010,S7216,Rockmarshall,1994718.00000,97.00000,187.22900
Ireland,52.03300,-9.54458,S7217,Ross Island,0.00000,17.00000,0.00000
Ireland,53.62970,-7.34394,S7218,Rossan,405277.68750,118.00000,358.73883
Ireland,54.24460,-7.48632,S7219,Rossmacaffry,332039.15625,50.00000,240.35347
Ireland,53.52570,-6.09116,S7220,Rush,262392.84375,10.00000,315.19757
Ireland,52.85620,-6.83770,S7221,Russellstown,182482.87500,80.00000,185.76076
Ireland,52.55350,-6.55050,S7223,Scarawalsh,1044844.50000,24.00000,206.41176
Ireland,52.03900,-8.31505,S7224,Scartbarry,532024.43750,117.00000,122.57024
Ireland,55.04640,-6.93944,S7225,Scroggy Road,60000.00000,19.00000,180.00000
Ireland,52.93140,-7.41970,S7226,Shanahoe,234307.48438,85.00000,26.72689
Ireland,52.70780,-7.73477,S7227,Shanballyduff,114236.59375,116.00000,125.20691
Ireland,52.93200,-7.64529,S7228,Shanboe,150000.00000,105.00000,141.14308
Ireland,54.00310,-6.83239,S7229,Shanco,764852.93750,183.00000,251.24779
Ireland,52.62560,-9.16098,S7230,Shannakea Beg,632850.68750,23.00000,261.10501
Ireland,52.68940,-8.05083,S7231,Shevry,1357810.75000,254.00000,327.91519
Ireland,51.54700,-9.12798,S7232,Skahanagh,904488.81250,43.00000,260.88818
Ireland,53.23330,-7.32168,S7233,Skeahanagh,361247.84375,93.00000,82.09288
Ireland,52.89010,-7.15140,S7234,Slatt Lower,405277.68750,197.00000,216.76486
Ireland,54.13330,-6.43333,S7235,Sliabh Gullion,1784432.62500,437.00000,63.07569
Ireland,54.34010,-5.97367,S7236,Slieve Croob,1378858.25000,526.00000,210.29816
Ireland,54.49160,-8.19066,S7238,Sminver,363111.56250,20.00000,24.68283
Ireland,53.35020,-6.24168,S7240,Spencer Dock,200124.96875,9.00000,111.09015
Ireland,52.92840,-7.47346,S7241,Springfield,76485.28906,87.00000,108.31284
Ireland,52.26280,-8.29459,S7242,Stag Park,735459.06250,117.00000,108.75399
Ireland,53.50110,-8.27944,S7243,Stonepark,171026.31250,43.00000,204.87875
Ireland,54.75630,-5.92463,S7244,Straid,435258.53125,165.00000,93.41212
Ireland,54.85510,-7.11851,S7245,Stranagalwilly,1803122.25000,201.00000,117.81286
Ireland,52.84950,-6.93088,S7246,Strawhall,234307.48438,54.00000,215.99765
Ireland,52.38810,-7.89258,S7247,Suttonrath,301496.28125,71.00000,279.28244
Ireland,52.81190,-8.75268,S7248,Teeronea,87464.28125,32.00000,134.71849
Ireland,51.86710,-9.67990,S7249,Templenoe,1395080.62500,29.00000,296.10687
Ireland,53.91550,-7.12509,S7250,Termon,726223.12500,162.00000,335.01138
Ireland,53.16050,-6.87859,S7251,The Curragh,200124.96875,100.00000,111.00481
Ireland,54.07420,-6.13302,S7253,Tievebulliagh,3147928.00000,108.00000,261.21271
Ireland,52.96070,-7.20146,S7254,Timahoe,294703.25000,118.00000,66.45186
Ireland,52.98490,-6.81007,S7255,Timolin,221472.34375,93.00000,198.00201
Ireland,52.79720,-6.89529,S7256,Tinryland,127279.21875,82.00000,148.77896
Ireland,52.87570,-7.48732,S7257,Tintore,87464.28125,95.00000,19.95169
Ireland,54.87340,-7.31437,S7258,Tirkernaghan,463303.34375,54.00000,162.23599
Ireland,53.48830,-6.84940,S7259,Tobertynan,210000.00000,69.00000,90.00000
Ireland,54.24550,-8.47904,S7260,Tonafortes,123693.17188,28.00000,246.88364
Ireland,53.99900,-9.90011,S7261,Tonregee,407492.34375,10.00000,79.31999
Ireland,54.42060,-7.41161,S7262,Tonyglaskan,976037.93750,139.00000,1.54173
Ireland,54.71340,-6.46135,S7263,Toome,123693.17188,13.00000,351.76410
Ireland,51.51790,-9.65664,S7264,Toormore,445477.28125,11.00000,211.96002
Ireland,54.35890,-7.52157,S7265,Topped Mountain,1218790.37500,265.00000,247.61810
Ireland,54.15000,-7.41706,S7266,Townparks,735153.06250,53.00000,271.99112
Ireland,51.98670,-8.37462,S7267,Trantstown,408044.12500,156.00000,155.81839
Ireland,53.28520,-8.47409,S7268,Treanbaun,192093.73438,90.00000,143.16335
Ireland,54.06140,-8.41682,S7269,Treanmacmurtagh,1285632.12500,166.00000,175.64647
Ireland,54.64830,-7.07197,S7270,Tremoge,753292.75000,220.00000,68.83764
Ireland,54.07370,-9.91745,S7271,Tullaghanbaun,285394.46875,18.00000,84.88607
Ireland,52.84690,-8.24496,S7272,Tullahedy,201246.12500,46.00000,309.55170
Ireland,54.25700,-6.95095,S7274,Tullyhirm,361247.84375,64.00000,27.49442
Ireland,53.31450,-7.77127,S7275,Tumbeagh,192093.73438,54.00000,334.40134
Ireland,53.30110,-8.28668,S7277,Urraghry,192093.73438,59.00000,323.17358
Ireland,53.27120,-8.58033,S7278,Vermount,42426.40625,57.00000,329.05838
Ireland,53.44180,-6.34930,S7279,Ward,123693.17188,84.00000,171.51035
Ireland,53.73240,-6.39661,S7280,Waterunder,607824.00000,40.00000,295.43921
Ireland,52.31930,-6.47523,S7281,White Rocks,60000.00000,79.00000,360.00000
Ireland,52.85400,-7.63800,S7282,Whitewell,182482.87500,102.00000,285.39395
Ireland,53.62800,-8.18863,S7283,Woodbrook,335410.18750,50.00000,310.06879
Ireland,52.91200,-6.86391,S7284,Woodlands,189736.65625,81.00000,61.12773
Ireland,52.66160,-8.52029,S7285,Woodstown,262392.84375,27.00000,200.04271
Great Britain,57.46360,-1.81329,S7322,Den of Boddam,424794.06250,86.00000,329.22144
Great Britain,51.27630,-2.77507,S8379,Flint Jack's Cave,247386.34375,14.00000,291.73175
Great Britain,51.94050,-4.82188,S8482,"Banc Du, Casmael/Puncheston, Pembrokshire",426907.46875,332.00000,241.66080
Great Britain,51.33120,1.38855,S8504,"Chalk Hill, Ramsgate, Thanet, Kent",323109.87500,25.00000,302.55829
Great Britain,51.06930,-1.28916,S8887,Winnall Down,555202.68750,64.00000,267.54373
Great Britain,51.22000,-0.76900,S8894,Badshot Lea,127279.21875,74.00000,212.12833
Great Britain,51.44000,-1.88000,S8895,Horslip ditch,789176.81250,182.00000,185.49203
Great Britain,51.16000,-1.77000,S8896,Boscombe down,108166.53906,106.00000,136.67383
Great Britain,51.05000,-1.30000,S8897,Twyford down,424794.06250,49.00000,34.86359
Great Britain,51.55200,-1.59100,S8898,Tower Hill,363111.56250,224.00000,38.29733
Great Britain,51.42400,-0.99200,S8899,3017 Reading Business park,258940.14063,38.00000,254.23723
Great Britain,50.68400,-1.24400,S8900,Arreton down,484664.84375,101.00000,237.80487
Great Britain,51.11500,-2.28500,S8901,Whitesheet Down,1622359.37500,230.00000,243.02316
Great Britain,51.34000,-1.71000,S8903,"Barrow 2,3&4 Milton Lilbourne",900499.87500,129.00000,93.04636
Ireland,52.19530,-8.27282,S9046,Ballinglanna North,506013.84375,117.00000,352.57312
Ireland,55.00940,-7.28219,S9172,Caw,713091.87500,5.00000,125.44378
Ireland,52.16550,-8.26733,S9173,Gortore 1b,342052.62500,49.00000,38.33091
Ireland,53.96640,-6.39229,S9174,Haggardstown,589406.50000,15.00000,245.94823
Ireland,52.27910,-7.13320,S9175,Newrath 35,342709.78125,8.00000,165.27199
Great Britain,52.04900,-2.72029,S9184,Hereford - Asda site,161554.93750,52.00000,57.02575
Great Britain,52.85450,-1.53861,S9185,Potlock cursus monument,21213.20313,45.00000,328.81223
Great Britain,52.85490,-1.34059,S9186,Willow Farm Business Park,212132.03125,31.00000,148.81273
Great Britain,58.74480,-2.91676,S9187,Ibister 'Tomb of the Eagles',84852.81250,29.00000,332.53506
Great Britain,57.63140,-4.30277,S9188,Kinbeachie,318904.37500,112.00000,154.85722
Great Britain,56.94850,-7.52510,S9189,Ben Tangaval,2344802.75000,16.00000,298.22513
Great Britain,50.78160,-3.26510,S9190,Castle Hill Devon,589406.50000,79.00000,292.54276
Ireland,53.16600,-6.74000,S9196,Corbally,0.00000,91.00000,0.00000
Great Britain,52.65200,-0.32134,S9214,Etton woodgate,30000.00000,9.00000,270.00000
Great Britain,51.41260,0.84146,S9215,Kingsborough 1,600749.56250,65.00000,274.57141
Great Britain,51.41530,0.83991,S9216,Kingsborough 2,513078.93750,67.00000,113.56429
Great Britain,51.79700,1.09563,S9217,"Lodge farm, St Osyth",225499.45313,15.00000,83.86322
Great Britain,51.89190,-0.55312,S9218,Maiden Bower,680147.06250,155.00000,144.96062
Great Britain,52.66150,-0.29258,S9219,Northborough,142302.50000,6.00000,118.73260
Great Britain,50.82120,-0.74419,S9220,Raddon,106066.01563,9.00000,5.17075
Great Britain,51.41260,0.83974,S9221,Whitehawk,720624.75000,65.00000,273.81198
Great Britain,52.14600,-2.67284,S9222,Hill croft field,258069.76563,112.00000,319.26181
