"BoneID","Element","PhaseCode","Sex","TaxonCode"
"B19340","Scapula","CSO","Undet","susscrd"
"B19341","Scapula","CSO","Undet","susscrd"
"B19342","Scapula","CSO","Undet","susscrd"
"B19343","Scapula","CSO","Undet","susscrd"
"B19344","Scapula","CSO","Undet","susscrd"
"B19345","Tibia","CSO","Undet","susscrf"
"B19346","Radius","LSMII","Undet","bosprim"
"B19347","Astragalus","LSMII","Undet","bostaur"
"B19348","Metacarpal","LSMII","Undet","bostaur"
"B19349","Metacarpal","LSMII","Undet","bostaur"
"B19350","Metatarsal","LSMII","Undet","bostaur"
"B19351","Metatarsal","LSMII","Undet","bostaur"
"B19352","Metatarsal","LSMII","Undet","bostaur"
"B19353","PH1","LSMII","Undet","bostaur"
"B19354","PH2","LSMII","Undet","bostaur"
"B19355","Scapula","LSMII","Undet","bostaur"
"B19356","Tibia","LSMII","Undet","bostaur"
"B19357","Astragalus","LSMII","Undet","susscrd"
"B19358","Astragalus","LSMII","Undet","susscrd"
"B19359","Astragalus","LSMII","Undet","susscrd"
"B19360","Humerus","LSMII","Undet","susscrd"
"B19361","Metacarpal IV","LSMII","Undet","susscrd"
"B19362","PH1","LSMII","Undet","susscrd"
"B19363","PH1","LSMII","Undet","susscrd"
"B19364","PH1","LSMII","Undet","susscrd"
"B19365","PH1","LSMII","Undet","susscrd"
"B19366","PH2","LSMII","Undet","susscrd"
"B19367","PH2","LSMII","Undet","susscrd"
"B19368","PH2","LSMII","Undet","susscrd"
"B19369","PH2","LSMII","Undet","susscrd"
"B19370","PH2","LSMII","Undet","susscrd"
"B19371","PH2","LSMII","Undet","susscrd"
"B19372","PH2","LSMII","Undet","susscrd"
"B19373","Scapula","LSMII","Undet","susscrd"
"B19374","Tibia","LSMII","Undet","susscrd"
"B19375","Tibia","LSMII","Undet","susscrd"
"B19376","Tibia","LSMII","Undet","susscrd"
"B19377","Tibia","LSMII","Undet","susscrd"
"B19378","Scapula","LSMII","Undet","susscrf"
"B19379","Astragalus","LSMIII","Undet","bosprim"
"B19380","Humerus","LSMIII","Undet","bosprim"
"B19381","Metatarsal","LSMIII","Undet","bosprim"
"B19382","Astragalus","LSMIII","Undet","bostaur"
"B19383","Astragalus","LSMIII","Undet","bostaur"
"B19384","Astragalus","LSMIII","Undet","bostaur"
"B19385","Humerus","LSMIII","Undet","bostaur"
"B19386","Metacarpal","LSMIII","Undet","bostaur"
"B19387","Metacarpal","LSMIII","Undet","bostaur"
"B19388","Metacarpal","LSMIII","Undet","bostaur"
"B19389","Metatarsal","LSMIII","Undet","bostaur"
"B19390","Metatarsal","LSMIII","Undet","bostaur"
"B19391","Metatarsal","LSMIII","Undet","bostaur"
"B19392","Os Cornu","LSMIII","Undet","bostaur"
"B19393","PH1","LSMIII","Undet","bostaur"
"B19394","PH1","LSMIII","Undet","bostaur"
"B19395","PH1","LSMIII","Undet","bostaur"
"B19396","PH1","LSMIII","Undet","bostaur"
"B19397","PH2","LSMIII","Undet","bostaur"
"B19398","PH2","LSMIII","Undet","bostaur"
"B19399","PH2","LSMIII","Undet","bostaur"
"B19400","PH2","LSMIII","Undet","bostaur"
"B19401","PH2","LSMIII","Undet","bostaur"
"B19402","Scapula","LSMIII","Undet","bostaur"
"B19403","Tibia","LSMIII","Undet","bostaur"
"B19404","Humerus","LSMIII","Undet","susscrd"
"B19405","PH1","LSMIII","Undet","susscrd"
"B19406","Scapula","LSMIII","Undet","susscrd"
"B19407","Tibia","LSMIII","Undet","susscrd"
"B19408","Tibia","LSMIII","Undet","susscrd"
"B19409","Tibia","LSMIII","Undet","susscrd"
"B19410","Astragalus","ZWJ","Undet","bostaur"
"B19412","Radius","ZWJ","Undet","bostaur"
"B19413","Tibia","ZWJ","Undet","bostaur"
"B19414","Atlas","AARTS","Undet","bosprim"
"B19415","Metacarpal","AARTS","Undet","bosprim"
"B19416","Metacarpal","AARTS","Undet","bosprim"
"B19417","PH2","AARTS","Undet","bosprim"
"B19418","Tibia","AARTS","Undet","bosprim"
"B19419","Tibia","AARTS","Undet","bosprim"
"B19420","Humerus","AARTS","Undet","bostaur"
"B19421","Humerus","AARTS","Undet","bostaur"
"B19422","Mandible","AARTS","Undet","bostaur"
"B19423","Mandible","AARTS","Undet","bostaur"
"B19425","Metacarpal","AARTS","Undet","bostaur"
"B19426","Metacarpal","AARTS","Undet","bostaur"
"B19427","PH1","AARTS","Undet","bostaur"
"B19428","PH1","AARTS","Undet","bostaur"
"B19429","PH1","AARTS","Undet","bostaur"
"B19430","PH2","AARTS","Undet","bostaur"
"B19431","PH2","AARTS","Undet","bostaur"
"B19432","PH2","AARTS","Undet","bostaur"
"B19433","PH2","AARTS","Undet","bostaur"
"B19434","PH2","AARTS","Undet","bostaur"
"B19435","Scapula","AARTS","Undet","bostaur"
"B19436","Scapula","AARTS","Undet","bostaur"
"B19437","Tibia","AARTS","Undet","bostaur"
"B19438","Tibia","AARTS","Undet","bostaur"
"B19439","Astragalus","AARTS","Undet","susscrd"
"B19440","Astragalus","AARTS","Undet","susscrd"
"B19441","Humerus","AARTS","Undet","susscrd"
"B19442","Humerus","AARTS","Undet","susscrd"
"B19443","Humerus","AARTS","Undet","susscrd"
"B19444","Humerus","AARTS","Undet","susscrd"
"B19445","Mandible","AARTS","Undet","susscrd"
"B19446","Mandible","AARTS","Undet","susscrd"
"B19447","Mandible","AARTS","Undet","susscrd"
"B19448","Maxilla","AARTS","Undet","susscrd"
"B19449","Pelvis","AARTS","Undet","susscrd"
"B19450","Radius","AARTS","Undet","susscrd"
"B19451","Scapula","AARTS","Undet","susscrd"
"B19452","Tibia","AARTS","Undet","susscrd"
"B19453","Ulna","AARTS","Undet","susscrd"
"B19454","PH1","SCHI","Undet","bosprim"
"B19455","PH1","SCHI","Undet","bosprim"
"B19456","PH2","SCHI","Undet","bosprim"
"B19457","Astragalus","SCHI","Undet","bostaur"
"B19458","Astragalus","SCHI","Undet","bostaur"
"B19459","Astragalus","SCHI","Undet","bostaur"
"B19460","Astragalus","SCHI","Undet","bostaur"
"B19461","Astragalus","SCHI","Undet","bostaur"
"B19462","Astragalus","SCHI","Undet","bostaur"
"B19463","Astragalus","SCHI","Undet","bostaur"
"B19464","Astragalus","SCHI","Undet","bostaur"
"B19465","Astragalus","SCHI","Undet","bostaur"
"B19466","Astragalus","SCHI","Undet","bostaur"
"B19467","Astragalus","SCHI","Undet","bostaur"
"B19468","Astragalus","SCHI","Undet","bostaur"
"B19469","Calcaneus","SCHI","Undet","bostaur"
"B19470","Humerus","SCHI","Undet","bostaur"
"B19471","Metacarpal","SCHI","Undet","bostaur"
"B19472","Metacarpal","SCHI","Undet","bostaur"
"B19473","Metacarpal","SCHI","Undet","bostaur"
"B19474","Metacarpal","SCHI","Undet","bostaur"
"B19475","Metacarpal","SCHI","Undet","bostaur"
"B19476","Metacarpal","SCHI","Undet","bostaur"
"B19477","Metacarpal","SCHI","Undet","bostaur"
"B19478","Metacarpal","SCHI","Undet","bostaur"
"B19479","Metacarpal","SCHI","Undet","bostaur"
"B19480","Metacarpal","SCHI","Undet","bostaur"
"B19481","Metacarpal","SCHI","Undet","bostaur"
"B19482","Metacarpal","SCHI","Undet","bostaur"
"B19483","Metacarpal","SCHI","Undet","bostaur"
"B19484","Metacarpal","SCHI","Undet","bostaur"
"B19485","Metacarpal","SCHI","Undet","bostaur"
"B19486","Metatarsal","SCHI","Undet","bostaur"
"B19487","Metatarsal","SCHI","Undet","bostaur"
"B19488","Metatarsal","SCHI","Undet","bostaur"
"B19489","Metatarsal","SCHI","Undet","bostaur"
"B19490","Metatarsal","SCHI","Undet","bostaur"
"B19491","Metatarsal","SCHI","Undet","bostaur"
"B19492","Metatarsal","SCHI","Undet","bostaur"
"B19493","PH1","SCHI","Undet","bostaur"
"B19494","PH1","SCHI","Undet","bostaur"
"B19495","PH1","SCHI","Undet","bostaur"
"B19496","PH1","SCHI","Undet","bostaur"
"B19497","PH1","SCHI","Undet","bostaur"
"B19498","PH2","SCHI","Undet","bostaur"
"B19499","PH2","SCHI","Undet","bostaur"
"B19500","PH2","SCHI","Undet","bostaur"
"B19501","PH2","SCHI","Undet","bostaur"
"B19502","PH2","SCHI","Undet","bostaur"
"B19503","PH2","SCHI","Undet","bostaur"
"B19504","PH2","SCHI","Undet","bostaur"
"B19505","Radius","SCHI","Undet","bostaur"
"B19506","Scapula","SCHI","Undet","bostaur"
"B19507","Scapula","SCHI","Undet","bostaur"
"B19508","Scapula","SCHI","Undet","bostaur"
"B19509","Scapula","SCHI","Undet","bostaur"
"B19510","Scapula","SCHI","Undet","bostaur"
"B19511","Scapula","SCHI","Undet","bostaur"
"B19512","Tibia","SCHI","Undet","bostaur"
"B19513","Tibia","SCHI","Undet","bostaur"
"B19514","Femur","SCHI","Undet","canifam"
"B19515","Humerus","SCHI","Undet","canifam"
"B19516","Humerus","SCHI","Undet","canifam"
"B19517","Metacarpal II","SCHI","Undet","canifam"
"B19518","Radius","SCHI","Undet","canifam"
"B19519","Tibia","SCHI","Undet","canifam"
"B19520","Ulna","SCHI","Undet","canilup"
"B19521","Astragalus","SCHI","Undet","susscrd"
"B19522","Astragalus","SCHI","Undet","susscrd"
"B19523","Astragalus","SCHI","Undet","susscrd"
"B19524","Astragalus","SCHI","Undet","susscrd"
"B19525","Astragalus","SCHI","Undet","susscrd"
"B19526","Humerus","SCHI","Undet","susscrd"
"B19527","Humerus","SCHI","Undet","susscrd"
"B19528","Mandible","SCHI","Undet","susscrd"
"B19529","Mandible","SCHI","Undet","susscrd"
"B19530","Mandible","SCHI","Undet","susscrd"
"B19531","Mandible","SCHI","Undet","susscrd"
"B19532","Mandible","SCHI","Undet","susscrd"
"B19533","Mandible","SCHI","Undet","susscrd"
"B19534","Mandible","SCHI","Undet","susscrd"
"B19535","Astragalus","SCHI","Undet","susscrf"
"B19536","Astragalus","SCHI","Undet","susscrf"
"B19537","Astragalus","SCHI","Undet","susscrf"
"B19538","Calcaneus","SCHI","Undet","susscrf"
"B19539","Humerus","SCHI","Undet","susscrf"
"B19540","Humerus","SCHI","Undet","susscrf"
"B19541","Humerus","SCHI","Undet","susscrf"
"B19542","Humerus","SCHI","Undet","susscrf"
"B19543","Humerus","SCHI","Undet","susscrf"
"B19544","Mandible","SCHI","Undet","susscrf"
"B19545","Mandible","SCHI","Undet","susscrf"
"B19546","Mandible","SCHI","Undet","susscrf"
"B19547","Mandible","SCHI","Undet","susscrf"
"B19548","Mandible","SCHI","Undet","susscrf"
"B19549","Mandible","SCHI","Undet","susscrf"
"B19550","Mandible","SCHI","Undet","susscrf"
"B19551","Mandible","SCHI","Undet","susscrf"
"B19552","Mandible","SCHI","Undet","susscrf"
"B19553","Mandible","SCHI","Undet","susscrf"
"B19554","Mandible","SCHI","Undet","susscrf"
"B19555","Mandible","SCHI","Undet","susscrf"
"B19556","Mandible","SCHI","Undet","susscrf"
"B19557","Mandible","SCHI","Undet","susscrf"
"B19558","Mandible","SCHI","Undet","susscrf"
"B19559","PH2 post","SPH","Undet","bosprim"
"B19560","PH2 post","SPH","Undet","bosprim"
"B19561","Astragalus","SPH","Undet","susscrf"
"B19562","Atlas","SPH","Undet","susscrf"
"B19563","Scapula","SPH","Undet","susscrf"
"B19564","Tibia","SPH","Undet","susscrf"
"B19565","Ulna","SPH","Undet","susscrf"
"B19566","Metacarpal","BR1","Undet","bosprim"
"B19567","Metatarsal","BR1","Undet","bosprim"
"B19568","Metatarsal","BR1","Undet","bosprim"
"B19569","Astragalus","BR1","Undet","bostaur"
"B19570","Astragalus","BR1","Undet","bostaur"
"B19571","Humerus","BR1","Undet","bostaur"
"B19572","Humerus","BR1","Undet","bostaur"
"B19573","Mandible","BR1","Undet","bostaur"
"B19574","Metacarpal","BR1","Undet","bostaur"
"B19575","Metatarsal","BR1","Undet","bostaur"
"B19576","PH1 ant","BR1","Undet","bostaur"
"B19577","PH1 post","BR1","Undet","bostaur"
"B19578","Radius","BR1","Undet","bostaur"
"B19579","Radius","BR1","Undet","bostaur"
"B19580","Scapula","BR1","Undet","bostaur"
"B19581","Tibia","BR1","Undet","bostaur"
"B19582","Mandible","BR1","Undet","canifam"
"B19583","Humerus","BR1","Undet","ovisari"
"B19584","Humerus","BR1","Undet","ovisari"
"B19585","Mandible","BR1","Undet","ovisari"
"B19586","Metacarpal","BR1","Undet","ovisari"
"B19587","Metatarsal","BR1","Undet","ovisari"
"B19588","Humerus","BR1","Undet","susscrd"
"B19589","Mandible","BR1","Undet","susscrd"
"B19590","Radius","DM1","Undet","bosprim"
"B19591","Calcaneus","DM1","Undet","bostaur"
"B19592","Mandible","DM1","Undet","bostaur"
"B19593","Metacarpal","DM1","Undet","bostaur"
"B19594","Os Centrotarsale","DM1","Undet","bostaur"
"B19595","PH1","DM1","Undet","bostaur"
"B19596","PH1","DM1","Undet","bostaur"
"B19597","PH1","DM1","Undet","bostaur"
"B19598","PH2","DM1","Undet","bostaur"
"B19599","PH2","DM1","Undet","bostaur"
"B19600","Radius","DM1","Undet","bostaur"
"B19601","Tibia","DM1","Undet","bostaur"
"B19602","Humerus","DM1","Undet","susscrd"
"B19603","Tibia","DM1","Undet","susscrd"
"B19604","Astragalus","DM1","Undet","susscrf"
"B19605","Mandible","DM1","Undet","susscrf"
"B19606","Scapula","DM1","Undet","susscrf"
"B19607","Scapula","DM1","Undet","susscrf"
"B19608","Ulna","DM1","Undet","susscrf"
"B19609","PH2 ant","ROTF","Undet","bosprim"
"B19610","Mandible","ROTF","Undet","bostaur"
"B19611","Tibia","ROTF","Undet","bostaur"
"B19612","Metacarpal","ROTF","Undet","caprhir"
"B19613","Axis","ROTF","Undet","ovisari"
"B19614","Mandible","ROTF","Undet","ovisari"
"B19615","Mandible","ROTF","Undet","ovisari"
"B19616","Mandible","ROTF","Undet","ovisari"
"B19617","Radius","ROTF","Undet","ovisari"
"B19618","Scapula","ROTF","Undet","ovisari"
"B19619","Mandible","ROTF","Undet","susscrd"
"B19620","Mandible","ROTF","Undet","susscrd"
"B19621","Pelvis","ROTF","Undet","susscrd"
"B19622","Scapula","ROTF","Undet","susscrd"
"B19623","Ulna","ROTF","Undet","susscrd"
"B19624","Astragalus","ROTF","Undet","susscrf"
"B19625","Mandible","ROTF","Undet","susscrf"
"B19626","Mandible","ROTF","Undet","susscrf"
"B19627","Metatarsal III","ROTF","Undet","susscrf"
"B19628","PH1","ROTF","Undet","susscrf"
"B19629","PH1","ROTF","Undet","susscrf"
"B19630","PH1","ROTF","Undet","susscrf"
"B19631","PH2","ROTF","Undet","susscrf"
"B19632","PH2","ROTF","Undet","susscrf"
"B19633","Ulna","ROTF","Undet","susscrf"
"B19634","Calcaneus","STRL1","Undet","bosprim"
"B19635","Calcaneus","STRL1","Undet","bosprim"
"B19636","Femur","STRL1","Undet","bosprim"
"B19637","Humerus","STRL1","Undet","bosprim"
"B19638","Humerus","STRL1","Undet","bosprim"
"B19639","Humerus","STRL1","Undet","bosprim"
"B19640","Mandible","STRL1","Undet","bosprim"
"B19641","Metacarpal","STRL1","Undet","bosprim"
"B19642","Metatarsal","STRL1","Undet","bosprim"
"B19643","Metatarsal","STRL1","Undet","bosprim"
"B19644","Os Centroquartale","STRL1","Undet","bosprim"
"B19645","Pelvis","STRL1","Male","bosprim"
"B19646","Radius","STRL1","Undet","bosprim"
"B19647","Scapula","STRL1","Undet","bosprim"
"B19648","Tibia","STRL1","Undet","bosprim"
"B19649","Astragalus","STRL1","Undet","bostaur"
"B19650","Astragalus","STRL1","Undet","bostaur"
"B19651","Atlas","STRL1","Undet","bostaur"
"B19652","Calcaneus","STRL1","Undet","bostaur"
"B19653","Femur","STRL1","Undet","bostaur"
"B19654","Humerus","STRL1","Undet","bostaur"
"B19655","Humerus","STRL1","Undet","bostaur"
"B19656","Humerus","STRL1","Undet","bostaur"
"B19657","Mandible","STRL1","Undet","bostaur"
"B19658","Mandible","STRL1","Undet","bostaur"
"B19659","Mandible","STRL1","Undet","bostaur"
"B19660","Metacarpal","STRL1","Undet","bostaur"
"B19661","Metacarpal","STRL1","Undet","bostaur"
"B19662","Metacarpal","STRL1","Undet","bostaur"
"B19663","Metatarsal","STRL1","Undet","bostaur"
"B19664","Metatarsal","STRL1","Undet","bostaur"
"B19665","Metatarsal","STRL1","Undet","bostaur"
"B19666","Metatarsal","STRL1","Undet","bostaur"
"B19667","Metatarsal","STRL1","Undet","bostaur"
"B19668","Metatarsal","STRL1","Undet","bostaur"
"B19669","Metatarsal","STRL1","Undet","bostaur"
"B19670","Metatarsal","STRL1","Undet","bostaur"
"B19671","Os Centroquartale","STRL1","Undet","bostaur"
"B19672","Os Centroquartale","STRL1","Undet","bostaur"
"B19673","Os Centroquartale","STRL1","Undet","bostaur"
"B19674","Os Centroquartale","STRL1","Undet","bostaur"
"B19676","Patella","STRL1","Undet","bostaur"
"B19677","Pelvis","STRL1","Female","bostaur"
"B19678","Pelvis","STRL1","Male","bostaur"
"B19679","PH1 post","STRL1","Undet","bostaur"
"B19680","PH1 post","STRL1","Undet","bostaur"
"B19681","PH1 post","STRL1","Undet","bostaur"
"B19682","PH1 post","STRL1","Undet","bostaur"
"B19683","PH1 post","STRL1","Undet","bostaur"
"B19684","PH1 post","STRL1","Undet","bostaur"
"B19685","PH2","STRL1","Undet","bostaur"
"B19686","PH2","STRL1","Undet","bostaur"
"B19687","PH2 ant","STRL1","Undet","bostaur"
"B19688","PH2 ant","STRL1","Undet","bostaur"
"B19689","PH2 post","STRL1","Undet","bostaur"
"B19690","PH2 post","STRL1","Undet","bostaur"
"B19691","PH2 post","STRL1","Undet","bostaur"
"B19692","PH2 post","STRL1","Undet","bostaur"
"B19693","PH2 post","STRL1","Undet","bostaur"
"B19694","PH2 post","STRL1","Undet","bostaur"
"B19695","PH2 post","STRL1","Undet","bostaur"
"B19696","PH3","STRL1","Undet","bostaur"
"B19697","Radius","STRL1","Undet","bostaur"
"B19698","Scapula","STRL1","Female","bostaur"
"B19699","Scapula","STRL1","Male","bostaur"
"B19700","Scapula","STRL1","Undet","bostaur"
"B19701","Scapula","STRL1","Undet","bostaur"
"B19702","Scapula","STRL1","Undet","bostaur"
"B19703","Scapula","STRL1","Undet","bostaur"
"B19704","Scapula","STRL1","Undet","bostaur"
"B19705","Scapula","STRL1","Undet","bostaur"
"B19706","Tibia","STRL1","Undet","bostaur"
"B19707","Tibia","STRL1","Undet","bostaur"
"B19708","Ulna","STRL1","Undet","bostaur"
"B19709","Ulna","STRL1","Undet","bostaur"
"B19710","Axis","STRL1","Undet","canifam"
"B19711","Mandible","STRL1","Undet","canifam"
"B19712","Axis","STRL1","Undet","caprhir"
"B19713","Radius","STRL1","Undet","caprhir"
"B19714","Radius","STRL1","Undet","caprhir"
"B19715","Ulna","STRL1","Undet","caprhir"
"B19716","Humerus","STRL1","Undet","ovisari"
"B19717","Metatarsal","STRL1","Undet","ovisari"
"B19718","Os Cornu","STRL1","Undet","ovisari"
"B19719","PH1","STRL1","Undet","ovisari"
"B19720","Atlas","STRL1","Undet","susscrd"
"B19721","Atlas","STRL1","Undet","susscrd"
"B19722","Humerus","STRL1","Undet","susscrd"
"B19723","Humerus","STRL1","Undet","susscrd"
"B19724","Mandible","STRL1","Undet","susscrd"
"B19725","Pelvis","STRL1","Undet","susscrd"
"B19726","Pelvis","STRL1","Undet","susscrd"
"B19727","Pelvis","STRL1","Undet","susscrd"
"B19728","Radius","STRL1","Undet","susscrd"
"B19729","Radius","STRL1","Undet","susscrd"
"B19730","Radius","STRL1","Undet","susscrd"
"B19731","Scapula","STRL1","Undet","susscrd"
"B19732","Scapula","STRL1","Undet","susscrd"
"B19733","Scapula","STRL1","Undet","susscrd"
"B19734","Tibia","STRL1","Undet","susscrd"
"B19735","Ulna","STRL1","Undet","susscrd"
"B19736","Humerus","STRL1","Undet","susscrf"
"B19737","PH1","STRL1","Undet","susscrf"
"B19738","Radius","STRL1","Undet","susscrf"
"B19739","Tibia","STRL1","Undet","susscrf"
"B19740","Ulna","STRL1","Undet","susscrf"
"B19741","Ulna","STRL1","Undet","susscrf"
"B19742","Astragalus","STRL2","Undet","bostaur"
"B19743","Metacarpal","STRL2","Male","bostaur"
"B19744","PH2 post","STRL2","Undet","bostaur"
"B19745","PH2 post","STRL2","Undet","bostaur"
"B19746","Astragalus","THIE","Undet","bostaur"
"B19747","Astragalus","THIE","Undet","bostaur"
"B19748","Femur","THIE","Undet","bostaur"
"B19749","Humerus","THIE","Undet","bostaur"
"B19750","Humerus","THIE","Undet","bostaur"
"B19751","Mandible","THIE","Undet","bostaur"
"B19752","PH1","THIE","Undet","bostaur"
"B19753","PH2","THIE","Undet","bostaur"
"B19754","PH2","THIE","Undet","bostaur"
"B19755","PH2","THIE","Undet","bostaur"
"B19756","Radius","THIE","Undet","bostaur"
"B19757","Radius","THIE","Undet","bostaur"
"B19758","Astragalus","SHN","Undet","bostaur"
"B19759","Metatarsal","SHN","Undet","bostaur"
"B19760","PH2","SHN","Undet","bostaur"
"B19761","Mandible","SHN","Undet","susscrd"
"B19762","Metacarpal III","SHN","Undet","susscrd"
"B19763","Metatarsal III","SHN","Undet","susscrd"
"B19764","Scapula","ABL","Undet","susscrd"
"B19765","Scapula","GDEC","Undet","bostaur"
"B19766","Scapula","GDEC","Undet","bostaur"
"B19767","Scapula","GDEC","Undet","bostaur"
"B19768","Scapula","GDEC","Undet","bostaur"
"B19769","Scapula","GDEC","Undet","bostaur"
"B19770","Scapula","GDEC","Undet","bostaur"
"B19771","Scapula","GDEC","Undet","bostaur"
"B19772","Scapula","GDEC","Undet","bostaur"
"B19773","Scapula","GDEC","Undet","bostaur"
"B19774","Scapula","CHL2","Undet","caprhir"
"B19775","Scapula","CCZ","Undet","susscrd"
"B19776","PH1","STF","Undet","ovisari"
"B19777","PH1","STF","Undet","ovisari"
"B19778","PH1","STF","Undet","ovisari"
"B19780","Metatarsal III","SEEA","Undet","susscrd"
"B19785","Astragalus","STF","Undet","bostaur"
"B19786","Astragalus","STF","Undet","bostaur"
"B19787","Astragalus","STF","Undet","bostaur"
"B19788","Astragalus","STF","Undet","bostaur"
"B19789","Astragalus","STF","Undet","bostaur"
"B19790","Astragalus","STF","Undet","bostaur"
"B19791","Astragalus","STF","Undet","bostaur"
"B19792","Astragalus","STF","Undet","bostaur"
"B19793","Astragalus","STF","Undet","bostaur"
"B19794","Astragalus","STF","Undet","bostaur"
"B19795","Astragalus","STF","Undet","bostaur"
"B19796","Astragalus","STF","Undet","ovisari"
"B19797","Astragalus","STF","Undet","ovisari"
"B19798","Astragalus","STF","Undet","ovisari"
"B19799","Astragalus","STF","Undet","ovisari"
"B19825","Astragalus","CHAT","Undet","bostaur"
"B19826","Astragalus","CHAT","Undet","bostaur"
"B19827","Astragalus","CHAT","Undet","bostaur"
"B19828","Astragalus","CLM","Undet","bostaur"
"B1985","Tibia","NIED","Undet","bostaur"
"B1986","Astragalus","NIED","Undet","bostaur"
"B1987","PH2","NIED","Undet","bostaur"
"B1988","Radius","ODE","Female?","equucab"
"B1989","Tibia","ODE","Undet","equucab"
"B1990","PH1","ODE","Undet","equucab"
"B1991","PH1","ODE","Undet","equucab"
"B1992","PH1","ODE","Undet","equucab"
"B1993","PH2","ODE","Undet","equucab"
"B1995","PH3","ODE","Undet","equucab"
"B1998","Scapula","ODE","Undet","bostaur"
"B1999","Metacarpal","ODE","Undet","bostaur"
"B19992","Calcaneus","STF","Undet","bostaur"
"B19993","Calcaneus","STF","Undet","bostaur"
"B19994","Calcaneus","STF","Undet","bostaur"
"B19995","Calcaneus","STF","Undet","ovisari"
"B19996","Calcaneus","STF","Undet","caprhir"
"B19997","Calcaneus","STF","Undet","caprhir"
"B2000","Tibia","ODE","Female?","bostaur"
"B2001","Astragalus","ODE","Female?","bostaur"
"B2002","Os Centrotarsale","ODE","Undet","bostaur"
"B2003","Metatarsal","ODE","Female?","bostaur"
"B2004","Metatarsal","ODE","Female","bostaur"
"B2005","Metatarsal","ODE","Undet","bostaur"
"B2006","Metatarsal","ODE","Castrate?","bostaur"
"B20069","Calcaneus","CHAT","Undet","bostaur"
"B2007","Metatarsal","ODE","Undet","bostaur"
"B2008","PH1","ODE","Female?","bostaur"
"B2009","PH1","ODE","Undet","bostaur"
"B2010","PH1","ODE","Male","bostaur"
"B2011","PH1","ODE","Female","bostaur"
"B2012","PH1","ODE","Undet","bostaur"
"B2013","PH2","ODE","Undet","bostaur"
"B2014","PH2","ODE","Male?","bostaur"
"B2015","PH2","ODE","Undet","bostaur"
"B2016","Mandible","ODE","Female","susscrd"
"B2017","Atlas","ODE","Undet","susscrd"
"B2018","Radius","ODE","Undet","susscrd"
"B2019","Pelvis","ODE","Undet","susscrd"
"B2020","Pelvis","ODE","Female?","susscrd"
"B2021","Femur","ODE","Female?","susscrd"
"B2022","Tibia","ODE","Undet","susscrd"
"B2023","Tibia","ODE","Undet","susscrd"
"B2024","PH1","ODE","Undet","susscrd"
"B20243","Femur","MSEE","Undet","canifam"
"B20244","Femur","MSEE","Undet","canifam"
"B20248","Femur","MSEE","Undet","bostaur"
"B2025","PH2","ODE","Undet","susscrd"
"B2026","Astragalus","SEEA","Undet","bostaur"
"B2027","Astragalus","SEEA","Undet","bostaur"
"B2028","Calcaneus","SEEA","Undet","bostaur"
"B2029","Femur","SEEA","Undet","bostaur"
"B2030","Humerus","SEEA","Undet","bostaur"
"B2031","Mandible","SEEA","Undet","bostaur"
"B2032","Mandible","SEEA","Undet","bostaur"
"B2033","Mandible","SEEA","Undet","bostaur"
"B2034","Mandible","SEEA","Undet","bostaur"
"B20341","Humerus","STF","Undet","bostaur"
"B20342","Humerus","STF","Undet","bostaur"
"B20343","Humerus","STF","Undet","bostaur"
"B20344","Humerus","STF","Undet","bostaur"
"B20345","Humerus","STF","Undet","bostaur"
"B20346","Humerus","STF","Undet","bostaur"
"B20347","Humerus","STF","Undet","ovisari"
"B20348","Humerus","STF","Undet","caprhir"
"B2035","Mandible","SEEA","Undet","bostaur"
"B2036","Mandible","SEEA","Undet","bostaur"
"B2037","Metacarpal","SEEA","Undet","bostaur"
"B2038","Metacarpal","SEEA","Undet","bostaur"
"B2039","Metacarpal","SEEA","Undet","bostaur"
"B2040","Metacarpal","SEEA","Undet","bostaur"
"B2041","Metatarsal","SEEA","Undet","bostaur"
"B2042","Metatarsal","SEEA","Undet","bostaur"
"B2043","Metatarsal","SEEA","Undet","bostaur"
"B2044","Patella","SEEA","Undet","bostaur"
"B2045","Pelvis","SEEA","Undet","bostaur"
"B2046","PH1","SEEA","Undet","bostaur"
"B2047","PH1 ant","SEEA","Undet","bostaur"
"B2048","PH1 ant","SEEA","Undet","bostaur"
"B2049","PH1 ant","SEEA","Undet","bostaur"
"B20491","Humerus","ABL","Undet","canilup"
"B2050","PH1 ant","SEEA","Undet","bostaur"
"B2051","PH1 ant","SEEA","Undet","bostaur"
"B20517","Humerus","CHAT","Undet","bostaur"
"B20518","Humerus","CHAT","Undet","bosprim"
"B20519","Humerus","CLM","Undet","bostaur"
"B2052","PH1 ant","SEEA","Undet","bostaur"
"B20520","Humerus","CLM","Undet","bostaur"
"B20521","Humerus","CLM","Undet","bostaur"
"B20522","Humerus","CLM","Undet","susscrf"
"B20523","Humerus","CLM","Undet","susscrf"
"B20524","Humerus","CLM","Undet","susscrd"
"B20525","Humerus","CLM","Undet","susscrd"
"B2053","PH1 ant","SEEA","Undet","bostaur"
"B2054","PH1 ant","SEEA","Undet","bostaur"
"B2055","PH1 ant","SEEA","Undet","bostaur"
"B2056","PH1 post","SEEA","Undet","bostaur"
"B2057","PH1 post","SEEA","Undet","bostaur"
"B2058","PH1 post","SEEA","Undet","bostaur"
"B2059","PH1 post","SEEA","Undet","bostaur"
